slug,name,location,starRating,isSuperior,starLabel,hotelType,classificationText,address,roomsCount,roomsLabel,phone,email,emailUrl,specializationTags,certificationTags,accessibilityTags,amenityTags,priceCategory,priceSourceType,priceNightly,priceNightlyChf,sourceCurrency,matchedText,gmName,gmTitle,gmSourceUrl,websiteUrl,mySwitzerlandUrl,detailUrl,externalPriceUrl
"hotel-ibis-lausanne-crissier","ibis Lausanne Crissier","Crissier","2","true","albergo 2 stelle Superior","Hotel","Classificato come albergo 2 stelle Superior da HotellerieSuisse","Chemin de l'Esparcette 4, 1023 Crissier","113","Numero di camere/appartamenti **113**","+41216372828","julien.heritier@accor.com","mailto:julien.heritier@accor.com","Seminars","Swisstainable Livello III - leading","","Seminars | Swisstainable Livello III - leading",,"unclassified",,,,,"Franck Fleury","General Manager","https://all.accor.com/hotel/B4H5/index.ko.shtml","https://all.accor.com/hotel/1185/index.fr.shtml","https://www.myswitzerland.com/it/alloggi/ibis-lausanne-crissier/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-ibis-lausanne-crissier",
"hotel-ibis-locarno","ibis Locarno","Locarno","3","false","albergo 3 stelle","Hotel","Classificato come albergo 3 stelle da HotellerieSuisse","Via Giuseppe Cattori 6, 6600 Locarno","83","Numero di camere/appartamenti **83**","+41917562626","H6834@accor.com","mailto:H6834@accor.com","","","Valutazione su Ginto","Valutazione su Ginto",,"verified-external","226","184.19","USD","View all 9 deals from $226",,,,"http://www.ibishotel.com/","https://www.myswitzerland.com/it/alloggi/ibis-locarno/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-ibis-locarno","https://www.tripadvisor.ca/Hotel_Review-g188094-d1484790-Reviews-Ibis_Locarno-Locarno_Lake_Maggiore_Canton_of_Ticino_Swiss_Alps.html"
"hotel-ibis-lugano-paradiso","ibis Lugano Paradiso","Paradiso","3","false","albergo 3 stelle","Hotel","Classificato come albergo 3 stelle da HotellerieSuisse","Via Geretta 10a, 6900 Paradiso","70","Numero di camere/appartamenti **70**","+41919861909","H6776@accor.com","mailto:H6776@accor.com","","","Valutazione su Ginto","Valutazione su Ginto",,"verified-external","198","161.37","USD","View all 9 deals from $198","Fabio Zuliani","General Manager","https://all.accor.com/hotel/6776/index.en.shtml",,"https://www.myswitzerland.com/it/alloggi/ibis-lugano-paradiso/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-ibis-lugano-paradiso","https://www.tripadvisor.ca/Hotel_Review-g188095-d2340477-Reviews-Ibis_Lugano_Paradiso-Lugano_Canton_of_Ticino_Swiss_Alps.html"
"hotel-ibis-luzern-kriens","ibis Luzern-Kriens","Kriens","3","false","albergo 3 stelle","Hotel","Classificato come albergo 3 stelle da HotellerieSuisse","Industriestrasse 13, 6010 Kriens","69","Numero di camere/appartamenti **69**","+41413494949","H2:82@accor.com","mailto:H2:82@accor.com","","Swisstainable Livello III - leading","Valutazione su Ginto","Swisstainable Livello III - leading | Valutazione su Ginto",,"unclassified",,,,,"Samil Benli","General Manager","https://all.accor.com/hotel/2982/index.en.shtml",,"https://www.myswitzerland.com/it/alloggi/ibis-luzern-kriens/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-ibis-luzern-kriens",
"hotel-ibis-sion-est","ibis Sion Est","Sion","3","false","albergo 3 stelle","Hotel","Classificato come albergo 3 stelle da HotellerieSuisse","Avenue Grand-Champsec 21, 1950 Sion","48","Numero di camere/appartamenti **48**",,"H0:60@accor.com","mailto:H0:60@accor.com","","","Valutazione su Ginto","Valutazione su Ginto",,"unclassified",,,,,,,,,"https://www.myswitzerland.com/it/alloggi/hotel-ibis-sion-est/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-ibis-sion-est",
"hotel-ibis-styles-basel-city","ibis Styles Basel City","Basel","3","false","albergo 3 stelle","Hotel","Classificato come albergo 3 stelle da HotellerieSuisse","Grosspeterstrasse 44, 4052 Basel","186","Numero di camere/appartamenti **186**","+41615440444","h:665@accor.com","mailto:h:665@accor.com","","Swisstainable Livello III - leading","","Swisstainable Livello III - leading",,"verified-external","222","180.93","USD","View all 10 deals from $222","Ibis Delémont","General Manager","https://www.accorhotels.com/fr/hotel-7873-ibis-delemont-delsberg/index.shtml","http://www.accorhotels.com/9665","https://www.myswitzerland.com/it/alloggi/ibis-styles-basel-city/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-ibis-styles-basel-city","https://www.tripadvisor.ca/Hotel_Review-g188049-d11695332-Reviews-Ibis_Styles_Basel_City-Basel.html"
"hotel-ibis-styles-bern-city","ibis Styles Bern City","Bern","3","false","albergo 3 stelle","Hotel","Classificato come albergo 3 stelle da HotellerieSuisse","Zieglerstrasse 66, 3007 Bern","154","Numero di camere/appartamenti **154**","+41313786666","h:662@accor.com","mailto:h:662@accor.com","","","","",,"verified-external","238","193.97","USD","View all 9 deals from $238",,,,"https://www.accorhotels.com/9662","https://www.myswitzerland.com/it/alloggi/ibis-styles-bern-city/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-ibis-styles-bern-city","https://www.tripadvisor.ca/Hotel_Review-g188052-d229903-Reviews-Ibis_Styles_Bern_City-Bern_Bern_Mittelland_District_Canton_of_Bern.html"
"hotel-ibis-styles-geneve-carouge","ibis Styles Geneve Carouge","Carouge GE","3","false","albergo 3 stelle","Hotel","Classificato come albergo 3 stelle da HotellerieSuisse","Route de Saint Julien 3, 1227 Carouge GE","119","Numero di camere/appartamenti **119**","+41225448600","h6863.gm@accor.com","mailto:h6863.gm@accor.com","Green Living","","","Green Living",,"unclassified",,,,,,,,"http://www.ibis.com/","https://www.myswitzerland.com/it/alloggi/ibis-styles-geneve-carouge-1/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-ibis-styles-geneve-carouge",
"hotel-ibis-styles-geneve-palexpo","Ibis Styles Genève Palexpo","Le Grand-Saconnex","3","false","albergo 3 stelle","Hotel","Classificato come albergo 3 stelle da HotellerieSuisse","Route François-Peyrot 28, 1218 Le Grand-Saconnex","111","Numero di camere/appartamenti **111**",,"hA8F2@accor.com","mailto:hA8F2@accor.com","Green Living","Swisstainable Livello III - leading","","Green Living | Swisstainable Livello III - leading",,"verified-external","184","149.96","USD","View all 10 deals from $184","Lise DESBIEZ","General Manager","https://www.accorhotels.com/ko/hotel-5653-ibis-budget-geneve-aeroport/index.shtml","http://www.accorhotels.com/","https://www.myswitzerland.com/it/alloggi/ibis-styles-geneve-palexpo/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-ibis-styles-geneve-palexpo","https://www.tripadvisor.ca/Hotel_Review-g1572356-d13211951-Reviews-Ibis_Styles_Geneve_Palexpo_Aeroport_Hotel-Le_Grand_Saconnex_Geneva.html"
"hotel-ibis-styles-luzern-city","ibis Styles Luzern City","Luzern","3","false","albergo 3 stelle","Hotel","Classificato come albergo 3 stelle da HotellerieSuisse","Friedenstrasse 8, 6004 Luzern","115","Numero di camere/appartamenti **115**","+41414184848","H854:@accor.com","mailto:H854:@accor.com","Business | Seminars","Swisstainable Livello III - leading","","Business | Seminars | Swisstainable Livello III - leading",,"verified-external","161","131.22","USD","View all 10 deals from $161","Samil Benli","General Manager","https://www.accorhotels.com/en/hotel-2982-ibis-luzern-kriens/index.shtml","http://www.accorhotels.com/de/hotel-8549-ibis-styles-luzern-city/index.shtml","https://www.myswitzerland.com/it/alloggi/ibis-styles-luzern-city/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-ibis-styles-luzern-city","https://www.tripadvisor.ca/Hotel_Review-g188064-d230101-Reviews-Ibis_Styles_Luzern_City-Lucerne.html"
"hotel-ibis-styles-st-margrethen-bodensee","ibis Styles St. Margrethen Bodensee","St. Margrethen SG","3","true","albergo 3 stelle Superior","Hotel","Classificato come albergo 3 stelle Superior da HotellerieSuisse","Walzenhauser Strasse 1, 9430 St. Margrethen SG","104","Numero di camere/appartamenti **104**",,"info@ibisstyles.stmargrethen.ch","mailto:info@ibisstyles.stmargrethen.ch","Biking","","","Biking",,"verified-external","294","239.61","USD","from **$294**","Bobby Kuettner","General Manager","https://all.accor.com/hotel/5210/index.en.shtml","https://all.accor.com/hotel/B5W6/index.de.shtml","https://www.myswitzerland.com/it/alloggi/ibis-styles-st-margrethen-bodensee/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-ibis-styles-st-margrethen-bodensee","https://www.trivago.com/en-US/oar/hotel-ibis-styles-st-margrethen-bodensee?search=100-27901548"
"hotel-ibis-winterthur-city","ibis Winterthur City","Winterthur","2","true","albergo 2 stelle Superior","Hotel","Classificato come albergo 2 stelle Superior da HotellerieSuisse","Brühlbergstrasse 7, 8400 Winterthur","88","Numero di camere/appartamenti **88**",,"H3561@accor.com","mailto:H3561@accor.com","","","Valutazione su Ginto","Valutazione su Ginto","Premium","verified-external","981","799.51","USD","from **$981**","Myriam Schmid","General Manager","https://www.tripadvisor.ca/Hotel_Review-g188112-d305633-Reviews-Ibis_Winterthur_City-Winterthur.html",,"https://www.myswitzerland.com/it/alloggi/ibis-winterthur-city/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-ibis-winterthur-city","https://www.trivago.ca/en-CA/oar/hotel-ibis-winterthur-city?search=100-29256"
"hotel-ibis-zuerich-city-west","ibis Zürich City West","Zürich","3","false","albergo 3 stelle","Hotel","Classificato come albergo 3 stelle da HotellerieSuisse","Schiffbaustrasse 11, 8005 Zürich","155","Numero di camere/appartamenti **155**","+41442762100","H2:42@accor.com","mailto:H2:42@accor.com","","Swisstainable Livello III - leading","","Swisstainable Livello III - leading",,"verified-external","194","158.11","USD","View all 10 deals from $194",,,,"http://all.accor.com/2942","https://www.myswitzerland.com/it/alloggi/ibis-zuerich-city-west-1/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-ibis-zuerich-city-west","https://www.tripadvisor.ca/Hotel_Review-g188113-d230880-Reviews-Ibis_Zurich_City_West-Zurich.html"
"hotel-ibis-zurich-messe-airport","ibis Zurich Messe Airport","Zürich","3","false","albergo 3 stelle","Hotel","Classificato come albergo 3 stelle da HotellerieSuisse","Heidi Abel-Weg 5, 8050 Zürich","252","Numero di camere/appartamenti **252**",,"H2:80@accor.com","mailto:H2:80@accor.com","","Swisstainable Livello I - committed","Valutazione su Ginto","Swisstainable Livello I - committed | Valutazione su Ginto",,"verified-external","177","144.25","USD","View all 10 deals from $177","Florian Kretzschmar","General Manager","https://all.accor.com/hotel/0884/index.en.shtml","https://all.accor.com/hotel/2980/index.en.shtml","https://www.myswitzerland.com/it/alloggi/ibis-zurich-messe-airport/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-ibis-zurich-messe-airport","https://www.tripadvisor.ca/Hotel_Review-g188113-d230881-Reviews-Ibis_Zurich_Messe_Airport-Zurich.html"
"hotel-il-peperone-linde-goldach","Il Peperone - Linde Goldach","Goldach","0","false","Swiss Lodge","Swiss Lodge","Classificato come Swiss Lodge da HotellerieSuisse","St. Gallerstrasse 54, 9403 Goldach","6","Numero di camere/appartamenti **6**","+41718412218","peperoncino@linde.goldach.ch","mailto:peperoncino@linde.goldach.ch","","","","",,"unclassified",,,,,"Jakub Krol.","Geschäftsführer","https://www.goldenerfisch.ch/Portals/0/adam/Content/pS4Y3GV-ykK7uFhEJzE_-Q/DocumentOrLink/ZGF-2025-192%20(Aktuelle%20f%C3%BCr%20alle%20Kan%C3%A4le).pdf",,,"https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-il-peperone-linde-goldach",
"hotel-in-lain-hotel-cadonau","In Lain Hotel Cadonau","Brail","5","true","albergo 5 stelle Superior","Hotel","Classificato come albergo 5 stelle Superior da HotellerieSuisse","Crusch Plantaun 217, 7527 Brail","14","Numero di camere/appartamenti **14**","+41818512000","hotel@inlain.ch","mailto:hotel@inlain.ch","Biking | Boutique | Excellent Cuisine | Golf | Hiking","Swisstainable Livello III - leading","","Biking | Boutique | Excellent Cuisine | Golf | Hiking | Swisstainable Livello III - leading","Premium","verified-external","922","751.43","USD","View all 7 deals from $922",,,,"https://www.inlain.ch/","https://www.myswitzerland.com/it/alloggi/in-lain-hotel-cadonau/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-in-lain-hotel-cadonau","https://www.tripadvisor.ca/Hotel_Review-g2483702-d2532647-Reviews-IN_LAIN_Hotel_Cadonau-Brail_Canton_of_Graubunden_Swiss_Alps.html"
"hotel-intercityhotel-geneva","IntercityHotel Geneva","Châtelaine","4","false","albergo 4 stelle","Hotel","Classificato come albergo 4 stelle da HotellerieSuisse","Route de Meyrin 127, 1219 Châtelaine","270","Numero di camere/appartamenti **270**","+41225006000","reservation.geneva@intercityhotel.com","mailto:reservation.geneva@intercityhotel.com","Seminars","Swisstainable Livello I - committed","","Seminars | Swisstainable Livello I - committed",,"verified-external","262","262","CHF","fromCHF 262",,,,"https://hrewards.com/fr/intercityhotel","https://www.myswitzerland.com/it/alloggi/intercityhotel-geneva-2/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-intercityhotel-geneva","https://www.hotel.info/en/district/676559"
"hotel-intercityhotel-zuerich-airport","IntercityHotel Zürich Airport","Rümlang","4","false","albergo 4 stelle","Hotel","Classificato come albergo 4 stelle da HotellerieSuisse","Flughofstrasse 63, 8153 Rümlang","260","Numero di camere/appartamenti **260**","+41445727000","@uerich.airport@intercityhotel.com","mailto:@uerich.airport@intercityhotel.com","","","","",,"verified-external","160","130.4","USD","View all 11 deals from $160",,,,"https://www.intercityhotel.com/","https://www.myswitzerland.com/it/alloggi/intercityhotel-zuerich-airport/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-intercityhotel-zuerich-airport","https://www.tripadvisor.ca/Hotel_Review-g188113-d23707031-Reviews-IntercityHotel_Zurich_Airport-Zurich.html"
"hotel-interlaken-apartments","Interlaken Apartments","Interlaken","2","false","Serviced Apartments 2 stelle","Serviced Apartments","Classificato come Serviced Apartments 2 stelle da HotellerieSuisse","Suleggstrasse 2b, 3800 Interlaken","8","Numero di camere/appartamenti **8**","+41338211133","info@interlaken.apartments.ch","mailto:info@interlaken.apartments.ch","","","","","Premium","verified-external","877","714.75","USD","View all 6 deals from $877",,,,"https://www.interlaken-apartments.ch/",,"https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-interlaken-apartments","https://www.tripadvisor.ca/Hotel_Review-g188081-d19238962-Reviews-Swiss_Hotel_Apartments_Interlaken-Interlaken_Bernese_Oberland_Canton_of_Bern.html"
"hotel-international-au-lac-historic-lakeside-hotel","International au Lac Historic Lakeside Hotel","Lugano","3","true","albergo 3 stelle Superior","Hotel","Classificato come albergo 3 stelle Superior da HotellerieSuisse","Via Nassa 68, 6900 Lugano","75","Numero di camere/appartamenti **75**","+41919227541","info@hotel.international.ch","mailto:info@hotel.international.ch","Boutique","Swisstainable Livello II - engaged","","Boutique | Swisstainable Livello II - engaged",,"verified-external","293","238.79","USD","The cheapest deals found start from only C$ 293 per night. The average rate for rooms at International au Lac Historic Lakeside Hotel is currently around C$ 404/night. Enter your dates [in the form above](https://www.momondo.ca/hotels/lugano/International-au-Lac-Historic-Lakeside-Hotel.mhd48815.ksp#rooms) to see more.",,,,"https://www.hotel-international.ch/","https://www.myswitzerland.com/it/alloggi/international-au-lac-historic-lakeside-hotel/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-international-au-lac-historic-lakeside-hotel","https://www.momondo.ca/hotels/lugano/International-au-Lac-Historic-Lakeside-Hotel.mhd48815.ksp"
"hotel-j5-hotels-helvetie-montreux","J5 Hotels Helvetie Montreux","Montreux","3","false","albergo 3 stelle","Hotel","Classificato come albergo 3 stelle da HotellerieSuisse","Avenue du Casino 32, 1820 Montreux","66","Numero di camere/appartamenti **66**","+41219667777","reservation@helvetie.ch","mailto:reservation@helvetie.ch","","Swisstainable Livello I - committed","","Swisstainable Livello I - committed","Premium","verified-external","400","326","USD","1\. Air conditioning deception – Some rooms have AC, most don’t. But guess what? No booking site tells you which is which. So you could end up paying over $400 per night for a hot, stuffy room with nothing but a weak fan — in humid Swiss summer. We live in Arizona and can handle heat, but this was unbearable.",,,,"https://www.helvetie.ch/","https://www.myswitzerland.com/it/alloggi/j5-hotels-helvetie-montreux/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-j5-hotels-helvetie-montreux","https://www.tripadvisor.ca/Hotel_Review-g188108-d206277-Reviews-J5_Hotels_Helvetie_Montreux-Montreux_Canton_of_Vaud.html"
"hotel-jaegerhof-hotel-apartements","Jägerhof Hotel & Apartements","Zermatt","3","false","albergo 3 stelle","Hotel","Classificato come albergo 3 stelle da HotellerieSuisse","Steinmattstrasse 85, 3920 Zermatt","62","Numero di camere/appartamenti **62**","+41279663800","info@jaegerhofzermatt.ch","mailto:info@jaegerhofzermatt.ch","Biking | Hiking | Snowsports","","","Biking | Hiking | Snowsports",,"verified-external","272","272","CHF","from CHF 272",,,,"https://www.jaegerhofzermatt.ch/","https://www.myswitzerland.com/it/alloggi/jaegerhof-hotel-apartements/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-jaegerhof-hotel-apartements","https://www.myswitzerland.com/en-au/accommodations/hotel-search/-/zermatt/?_gl=1%252525252A5wfx7l%252525252A_up%252525252AMQ..&p=2"
"hotel-jazz-hotel-ascona","Jazz Hotel Ascona","Ascona","3","false","albergo 3 stelle","Hotel","Classificato come albergo 3 stelle da HotellerieSuisse","Viale Monte Verità 25, 6612 Ascona","18","Numero di camere/appartamenti **18**","+41917910031","info@jazzhotelascona.ch","mailto:info@jazzhotelascona.ch","","","","",,"verified-external","190","154.85","USD","As of Mar 5, 2026, prices found for a 1-night stay for 2 adults at Jazz Hotel Ascona on Mar 24, 2026 start from $190, including taxes and fees. This price is ...",,,,"https://www.jazzhotelascona.ch/","https://www.myswitzerland.com/it/alloggi/jazz-hotel-ascona-1/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-jazz-hotel-ascona","https://www.expedia.com/Ascona-Hotels-Jazz-Hotel-Ascona.h21609446.Hotel-Information"
"hotel-josephines-guesthouse-for-women","Josephine's - Guesthouse for Women","Zürich","0","false","Swiss Lodge","Swiss Lodge","Classificato come Swiss Lodge da HotellerieSuisse","Lutherstrasse 20, 8004 Zürich","38","Numero di camere/appartamenti **38**","+41442411394","info@josephines.ch","mailto:info@josephines.ch","","Swisstainable Livello III - leading","Valutazione su Ginto","Swisstainable Livello III - leading | Valutazione su Ginto",,"verified-external","236","192.34","USD","View all 4 deals from $236",,,,"https://www.josephines.ch/","https://www.myswitzerland.com/it/alloggi/josephines-guesthouse-for-women/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-josephines-guesthouse-for-women","https://www.tripadvisor.ca/Hotel_Review-g188113-d12257894-Reviews-Josephine_s_Guesthouse_for_Women-Zurich.html"
"hotel-jugend-familienzentrum-neu-schoenstatt","Jugend & Familienzentrum Neu-Schönstatt","Quarten",,"false","Hostel","Hostel","Classificato come Hostel da HotellerieSuisse","Josef Kentenich Weg 1, 8883 Quarten","6","Numero di camere/appartamenti **6**","+41815110200","zentrum@neuschoenstatt.ch","mailto:zentrum@neuschoenstatt.ch","","","","",,"unclassified",,,,,,,,"https://www.neuschoenstatt.ch/",,"https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-jugend-familienzentrum-neu-schoenstatt",
"hotel-jugendstil-hotel-paxmontana","Jugendstil-Hotel Paxmontana","Flüeli-Ranft","3","true","albergo 3 stelle Superior","Hotel","Classificato come albergo 3 stelle Superior da HotellerieSuisse","Dossen 1, 6073 Flüeli-Ranft","83","Numero di camere/appartamenti **83**","+41416662400","info@paxmontana.ch","mailto:info@paxmontana.ch","Green Living | Historic | Seminars","","Valutazione su Ginto","Green Living | Historic | Seminars | Valutazione su Ginto",,"verified-external","261","212.71","USD","- Suite: from $261-$366 (USD)",,,,"http://www.paxmontana.ch/","https://www.myswitzerland.com/it/alloggi/jugendstil-hotel-paxmontanas/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-jugendstil-hotel-paxmontana","https://www.travelagewest.com/Hotels/Flueli-Ranft-Switzerland/Jugendstil-Hotel-Paxmontana-p6597876"
"hotel-jungfrau-hotel-restaurant","Jungfrau Hotel Restaurant","Wilderswil","3","false","albergo 3 stelle","Hotel","Classificato come albergo 3 stelle da HotellerieSuisse","Schulgässli 51, 3812 Wilderswil","41","Numero di camere/appartamenti **41**","+41338458500","info@jungfrau.hotel.ch","mailto:info@jungfrau.hotel.ch","","Swisstainable Livello II - engaged","Valutazione su Ginto","Swisstainable Livello II - engaged | Valutazione su Ginto",,"verified-external","230","187.45","USD","View all 9 deals from $230",,,,"https://www.jungfrau-hotel.ch/","https://www.myswitzerland.com/it/alloggi/jungfrau-hotel/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-jungfrau-hotel-restaurant","https://www.tripadvisor.ca/Hotel_Review-g1130522-d1539035-Reviews-Jungfrau_Hotel-Wilderswil_Interlaken_Bernese_Oberland_Canton_of_Bern.html"
"hotel-jura-sport-spa-resort","Jura Sport & Spa Resort","Saignelégier","3","false","albergo 3 stelle","Hotel","Classificato come albergo 3 stelle da HotellerieSuisse","Chemin des Sports 10, 2350 Saignelégier","40","Numero di camere/appartamenti **40**","+41329512474","info@jura.resort.ch","mailto:info@jura.resort.ch","Biking | Hiking | Seminars | Wellness & Spa","","","Biking | Hiking | Seminars | Wellness & Spa",,"verified-external","183","149.14","USD","View all 7 deals from $183",,,,"https://www.jura-resort.ch/","https://www.myswitzerland.com/it/alloggi/jura-sport-amp-spa-resort/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-jura-sport-spa-resort","https://www.tripadvisor.com/Hotel_Review-g1068933-d2618195-Reviews-Hotel_Jura_Sport_Spa_Resort-Saignelegier_Canton_of_Jura.html"
"hotel-jura-sport-spa-resort-auberge-de-jeunesse","Jura Sport & Spa Resort - Auberge de jeunesse","Saignelégier",,"false","Hostel","Hostel","Classificato come Hostel da HotellerieSuisse","Chemin des sports 10, 2350 Saignelégier","8","Numero di camere/appartamenti **8**","+41329512474","info@jura.resort.ch","mailto:info@jura.resort.ch","Biking | Hiking | Wellness","","","Biking | Hiking | Wellness",,"verified-external","130","130","CHF","Saignelégier Jura Sport & Spa Resort - Auberge de jeunesse. Find out more ... Saignelégier Hôtel Bellevue. 1 Night, Price per double room. from CHF 130.",,,,"https://www.jura-resort.ch/","https://www.myswitzerland.com/it/alloggi/auberge-de-jeunesse-saignelegier/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-jura-sport-spa-resort-auberge-de-jeunesse","https://www.myswitzerland.com/en-ca/accommodations/hotel-search/-/canton-jura/"
"hotel-kameha-grand-zuerich","Kameha Grand Zürich","Glattbrugg","4","true","albergo 4 stelle Superior","Hotel","Classificato come albergo 4 stelle Superior da HotellerieSuisse","Dufaux-Strasse 1, 8152 Glattbrugg","245","Numero di camere/appartamenti **245**","+41445255000","zuerich@kameha.com","mailto:zuerich@kameha.com","Business | Congresses | Design | Seminars","","","Business | Congresses | Design | Seminars",,"verified-external","241","196.41","USD","View all 10 deals from $241",,,,"https://www.kamehagrandzuerich.com/","https://www.myswitzerland.com/it/alloggi/kameha-grand-zuerich/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-kameha-grand-zuerich","https://www.tripadvisor.ca/Hotel_Review-g227102-d7392639-Reviews-Kameha_Grand_Zurich_Autograph_Collection-Opfikon_Zurich.html"
"hotel-kapitel-7-boutique-hotel","Kapitel 7 Boutique-Hotel","Raron",,"false",,,,"Bahnhofstrasse 48, 3942 Raron","15","Numero di camere/appartamenti **15**","+41279342744","info@kapitel7.ch","mailto:info@kapitel7.ch","","","","",,"verified-external","194","158.11","USD","What is the expense to book a room at Kapitel 7 Boutique-Hotel?The price for accommodation starts at $194 per night.",,,,"https://www.kapitel7.ch/","https://www.myswitzerland.com/it/alloggi/kapitel-7-boutique-hotel/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-kapitel-7-boutique-hotel","https://en.planetofhotels.com/switzerland/raron/kapitel-7-boutique-hotel"
"hotel-kempinski-palace-engelberg","Kempinski Palace Engelberg","Engelberg","5","true","albergo 5 stelle Superior","Hotel","Classificato come albergo 5 stelle Superior da HotellerieSuisse","Dorfstrasse 40, 6390 Engelberg","129","Numero di camere/appartamenti **129**","+41416397575","info.engelberg@kempinski.com","mailto:info.engelberg@kempinski.com","Biking | Congresses | Family & More | Golf | Green Living | Hiking | Snowsports | Sustainable Living | Wellness","Swisstainable Livello III - leading","","Biking | Congresses | Family & More | Golf | Green Living | Hiking | Snowsports | Sustainable Living | Swisstainable Livello III - leading | Wellness","Luxury","verified-external","989","806.03","USD","View all 10 deals from $989","Kempinski Palace Engelberg","General Manager","https://www.kempinski.com/en/kempinski-palace-engelberg/press-room/andreas-magnus-general-manager-kempinski-palace-engelberg-and-frutt-mountain-resort","https://www.kempinski.com/en/engelberg/kempinski-palace-engelberg","https://www.myswitzerland.com/it/alloggi/kempinski-palace-engelberg/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-kempinski-palace-engelberg","https://www.tripadvisor.ca/Hotel_Review-g188063-d23286800-Reviews-Kempinski_Palace_Engelberg-Engelberg_Canton_of_Obwalden.html"
"hotel-kesslers-kulm-hotel","Kessler's Kulm Hotel","Davos Wolfgang","3","false","albergo 3 stelle","Hotel","Classificato come albergo 3 stelle da HotellerieSuisse","Prättigauerstrasse 32, 7265 Davos Wolfgang","20","Numero di camere/appartamenti **20**","+41814170707",,,"Biking | Hiking | Snowsports","Swisstainable Livello I - committed","Valutazione su Ginto","Biking | Hiking | Snowsports | Swisstainable Livello I - committed | Valutazione su Ginto",,"verified-external","132.8","132.8","CHF","from CHF 132.80",,,,"http://www.kessler-kulm.ch/","https://www.myswitzerland.com/it/alloggi/kesslers-kulm-hotel/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-kesslers-kulm-hotel","https://ferienshop.davos.ch/en/hotels-promotion/kesslers-kulm-hotel?promotion=hotels-barrier-free?promotion=hotels-barrier-free"
"hotel-kloster-kappel","Kloster Kappel","Kappel am Albis",,"false",,,,"Kappelerhof 5, 8926 Kappel am Albis","76","Numero di camere/appartamenti **76**","+41447648810","info@klosterkappel.ch","mailto:info@klosterkappel.ch","","","Valutazione su Ginto","Valutazione su Ginto",,"verified-external","337","274.65","USD","View all 6 deals from $337","Jürgen Barth","Geschäftsführer","https://www.klosterkappel.ch/de/ueber-uns/leitbild-team/team","https://www.klosterkappel.ch/","https://www.myswitzerland.com/it/alloggi/kloster-kappel-2/","https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-kloster-kappel","https://www.tripadvisor.ca/Hotel_Review-g1068951-d1126084-Reviews-Kloster_Kappel-Kappel_am_Albis.html"
