slug,name,location,starRating,isSuperior,starLabel,hotelType,classificationText,address,roomsCount,roomsLabel,phone,email,emailUrl,specializationTags,certificationTags,accessibilityTags,amenityTags,priceCategory,priceSourceType,priceNightly,priceNightlyChf,sourceCurrency,matchedText,gmName,gmTitle,gmSourceUrl,websiteUrl,mySwitzerlandUrl,detailUrl,externalPriceUrl,sr_selected,sr_selection_reason_codes,sr_selection_reason_labels,sr_selection_buckets,sr_enrichment_status,sr_source_url,sr_page_title,sr_page_description,sr_website_summary,sr_offered_languages,sr_positioning_pillars,sr_positioning_tone,sr_direct_booking_presence,sr_booking_engine_signals,sr_ota_signals,sr_booking_flow_type,sr_amenity_signals,sr_audience_signals,sr_brand_style_signals,sr_market_segment,sr_annual_room_revenue_proxy_chf,sr_occupancy_assumption,sr_scrape_error
hotel-9hotel-paquis,9HOTEL PAQUIS,Genève,3,true,albergo 3 stelle Superior,Hotel,Classificato come albergo 3 stelle Superior da HotellerieSuisse,"Rue de Berne 31, 1201 Genève",56,Numero di camere/appartamenti **56**,+41225529095,info@:hotelpaquis.com,mailto:info@:hotelpaquis.com,,Swisstainable Livello III - leading,,Swisstainable Livello III - leading,,verified-external,248,202.12,USD,[Hotels in Davos](https://www.momondo.com/hotels/davos) from $248,,,,https://www.9-hotel-geneve-paquis.ch/fr/,https://www.myswitzerland.com/it/alloggi/9hotel-paquis/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-9hotel-paquis,https://www.momondo.com/hotels/geneva/9hotel-Paquis.mhd33291.ksp,false,,,,,,,,,,,,,,,,,,,,,,
hotel-a1-grauholz-hotel-restaurant,A1 Grauholz Hotel Restaurant,Ittigen,3,false,albergo 3 stelle,Hotel,Classificato come albergo 3 stelle da HotellerieSuisse,"Wolfackerweg 10, 3063 Ittigen",62,Numero di camere/appartamenti **62**,+41319151212,info@a1grauholz.ch,mailto:info@a1grauholz.ch,,Swisstainable Livello I - committed,,Swisstainable Livello I - committed,,verified-external,250,250,CHF,"Ittigen A1 Grauholz Hotel Restaurant 3 Stars. Find out more about: A1 ... 1 Night, Price per double room. from CHF 250. Find out more about ...",,,,https://www.a1grauholz.ch/,https://www.myswitzerland.com/it/alloggi/hotel-grauholz/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-a1-grauholz-hotel-restaurant,https://www.myswitzerland.com/en-ca/accommodations/hotel-search/-/kanton-bern/?p=13,false,,,,,,,,,,,,,,,,,,,,,,
hotel-aarau-west-swiss-quality-hotel,aarau-WEST Swiss Quality Hotel,Oberentfelden,3,false,albergo 3 stelle,Hotel,Classificato come albergo 3 stelle da HotellerieSuisse,"Muhenstrasse 58, 5036 Oberentfelden",70,Numero di camere/appartamenti **70**,+41627370101,hotel@aarau.west.ch,mailto:hotel@aarau.west.ch,Golf,Swisstainable Livello I - committed | TOP formazione aziendale livello 1,Valutazione su Ginto,Golf | Swisstainable Livello I - committed | TOP formazione aziendale livello 1 | Valutazione su Ginto,,verified-external,184,149.96,USD,"Great deals on Aarau West Swiss Quality Hotel, from NZ$184 per night! Located in the Oberentfelden area of Aarau, Switzerland ✓ Book instantly ✓ Read real",,,,https://www.aarau-west.ch/,https://www.myswitzerland.com/it/alloggi/aarau-west-swiss-quality-hotel/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-aarau-west-swiss-quality-hotel,https://www.agoda.com/en-nz/aarau-west-swiss-quality-hotel/hotel/aarau-ch.html,false,,,,,,,,,,,,,,,,,,,,,,
hotel-abc-swiss-quality-hotel,ABC Swiss Quality Hotel,Chur,4,false,albergo 4 stelle,Hotel,Classificato come albergo 4 stelle da HotellerieSuisse,"Ottostrasse 8, 7000 Chur",49,Numero di camere/appartamenti **49**,,abc@hotelabc.ch,mailto:abc@hotelabc.ch,Business,Swisstainable Livello I - committed,Valutazione su Ginto,Business | Swisstainable Livello I - committed | Valutazione su Ginto,Premium,verified-external,784,638.96,USD,View all 3 deals from $784,,,,https://www.hotelabc.ch/,https://www.myswitzerland.com/it/alloggi/abc-swiss-quality-hotel/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-abc-swiss-quality-hotel,https://www.tripadvisor.ca/Hotel_Review-g188089-d228218-Reviews-ABC_Swiss_Quality_Hotel-Chur_Canton_of_Graubunden_Swiss_Alps.html,true,premium_price_category | high_adr,Premium price category | High ADR proxy,premium_or_luxury | high_adr,enriched,https://www.hotelabc.ch/,Hotel ABC Chur,"Das sehr zentral gelegene 4-Stern-Hotel ABC in Chur ist mit schlichten, aber edlen Materialien und stilvoller Kunst eingerichtet., Das sehr zentral gelegene 4-Stern-Hotel ABC in Chur ist mit schlichten, aber edlen Materialien und stilvoller Kunst eingerichtet.","Das 4-Stern-Hotel ABC in Chur bietet 48 modern eingerichtete Zimmer, eine Suite und 9 Studios. Es verfügt über Annehmlichkeiten wie eine Spa-Lounge, einen Fitnessraum und eigene Parkplätze. Das Hotel ist zentral gelegen und eignet sich ideal für Geschäftsreisen und Freizeitaufenthalte.",,Zentrale Lage | Moderne Infrastruktur | Wellness-Angebote | Business-Boardroom | Langzeitaufenthalte | Spa,modern-boutique,true,Longstay Discount ab 3 Nächten | Bevorzugte Zimmerzuteilung | 24h Stornierungsfrist | Late Check Out | Buchen CTA,,native_direct,"Spa-Lounge (Dampfbad, Sauna, Erlebnisdusche) | Fitnessraum | Parkplätze | Klimaanlage | Nespresso-Kaffeemaschine | Frühstück inbegriffen | Spa | Bar | Meeting rooms | Seminar facilities",Familien | Business-Reisende | Langzeitgäste | Business travelers | Groups and events,Eleganz | moderne Design-Ästhetik | Gemütlichkeit | Boutique | Modern,upper_upscale,7770904,0.68,
hotel-adaastra-boutique-hotel,Adaastra Boutique Hotel,Naters,3,true,albergo 3 stelle Superior,Hotel,Classificato come albergo 3 stelle Superior da HotellerieSuisse,"Furkastrasse 16, 3904 Naters",30,Numero di camere/appartamenti **30**,,happy@mounge.ch,mailto:happy@mounge.ch,Business | Excellent Cuisine,,Valutazione su Ginto,Business | Excellent Cuisine | Valutazione su Ginto,,verified-external,201,163.81,USD,"Don't miss out on the opportunity to experience the charm and luxury of **Adaastra Boutique Hotel** at an average price of $201 per night. Book your stay today and discover why this hotel is the top choice for travelers seeking a blend of affordability and elegance in the heart of Brig, Switzerland.",,,,https://www.mounge.ch/,https://www.myswitzerland.com/it/alloggi/adaastra-boutique-hotel/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-adaastra-boutique-hotel,https://www.agoda.com/cfi-hotel-restaurants-touring/hotel/brig-ch.html,false,,,,,,,,,,,,,,,,,,,,,,
hotel-adhhoc-hotel,Adhhoc Hotel,Naters,3,false,albergo 3 stelle,Hotel,Classificato come albergo 3 stelle da HotellerieSuisse,"Furkastrasse 7, 3904 Naters",23,Numero di camere/appartamenti **23**,+41279231818,happy@mounge.ch,mailto:happy@mounge.ch,Biking | Hiking,,Valutazione su Ginto,Biking | Hiking | Valutazione su Ginto,,verified-external,161,131.22,USD,View all 7 deals from $161,,,,https://www.mounge.ch/,https://www.myswitzerland.com/it/alloggi/adhhoc-hotel/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-adhhoc-hotel,https://www.tripadvisor.com/Hotel_Review-g774990-d955692-Reviews-Adhhoc_Hotel-Naters_Brig_Canton_of_Valais_Swiss_Alps.html,false,,,,,,,,,,,,,,,,,,,,,,
hotel-adina-apartment-hotel-geneva,Adina Apartment Hotel Geneva,Châtelaine,4,false,albergo 4 stelle,Hotel,Classificato come albergo 4 stelle da HotellerieSuisse,"Route de Meyrin 125, 1219 Châtelaine",140,Numero di camere/appartamenti **140**,+41223324500,geneva@adina.eu,mailto:geneva@adina.eu,Aparthotel,Swisstainable Livello III - leading,Valutazione su Ginto,Aparthotel | Swisstainable Livello III - leading | Valutazione su Ginto,,verified-external,213,173.59,USD,Accessible for guests with disabilities: the elevator helps them to go to the highest floors. Nightly rates from $213. Book Adina Apartment Hotel Geneva →.,,,,https://www.adinahotels.com/de/apartments/geneva/,https://www.myswitzerland.com/it/alloggi/adina-apartment-hotel-geneva/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-adina-apartment-hotel-geneva,https://www.readytotrip.com/hotels/Switzerland/Lake%20Geneva/Canton%20of%20Geneva/Geneva/Vernier/adina-apartment-hotel-geneva/,true,large_hotel,Large hotel footprint,large_hotel,enriched,https://www.adinahotels.com/de/apartments/geneva/,Adina Apartment Hotel Geneva | Offizielle Website,"Geräumige Apartments mit Küche, regionalem Frühstück und Sauna in zentraler Lage des Quartier de L’Étang. Das Adina Apartment Hotel in Genf überzeugt mit Alpenblick als erstes Adina Hotel in der Schweiz.","Adina Apartment Hotel Geneva offers fully equipped apartments and 4-star hotel services in a convenient location between the airport, exhibition center, and city center. The hotel features 100 studios, 30 one-bedroom apartments, and 10 two-bedroom apartments. Guests can enjoy amenities such as a fitness center, sauna, breakfast options, and the Geneva Transport Card for free public transport.",English | Deutsch | French | German,extended stay | business travelers | family-friendly accommodation | wellness and fitness | Spa | Wellness,modern-accommodation,true,Book Now button visible on the site | eClub member rate for direct bookings | Reservieren CTA | Buchen CTA,Tripadvisor mention,native_direct,fitness center | sauna | breakfast | free wifi | parking | Spa | Wellness | Restaurant | Bar | Meeting rooms,business travelers | families | tourists | Groups and events | Wellness travelers,modern design | premium amenities | convenient location | Modern,upscale,6031905,0.68,
hotel-adler-adelboden,Adler Adelboden,Adelboden,3,true,albergo 3 stelle Superior,Hotel,Classificato come albergo 3 stelle Superior da HotellerieSuisse,"Dorfstrasse 19, 3715 Adelboden",43,Numero di camere/appartamenti **43**,+41336734141,info@adleradelboden.ch,mailto:info@adleradelboden.ch,Biking | Hiking | Snowsports | Wellness,Swisstainable Livello I - committed,,Biking | Hiking | Snowsports | Swisstainable Livello I - committed | Wellness,Premium,verified-external,465,378.97,USD,"On average, guests have been paying $465 per night to stay at Adler Adelboden. Some users have found rooms as low as $311 per night. Enter your dates [in the form above](https://www.hotelscombined.com/Hotel/Adler_Adelboden.htm#rooms) to see the price rates available for your stay.",,,,https://www.adleradelboden.ch/,https://www.myswitzerland.com/it/alloggi/adler-adelboden-2/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-adler-adelboden,https://www.hotelscombined.com/Hotel/Adler_Adelboden.htm,true,premium_price_category,Premium price category,premium_or_luxury,enriched,https://www.adleradelboden.ch/,Feel good. Enjoy. Experience. Relax. - Adler Adelboden,"Feel good. Enjoy. Experience. Relax. Greetings! Escape everyday life and still feel at home at Adler Adelboden. A warm welcome, a genuine smile and our cheerful team all ensure you will have an unforgettable holiday. We look forward to seeing you! Karin and Mathias Fankhauser-Zenhäusern and the Adler team , The TrustScore Widget, TrustYou’s most popular widget, displays a hotel’s TrustScore and a textual representation of its score.","Adler Adelboden is a welcoming hotel that offers stunning mountain views and a variety of room options suitable for families, couples, and individual travelers. The hotel boasts amenities for relaxation, enjoyment, and local experiences year-round.",german | French | English,family-friendly | mountain scenery | culinary experiences | wellness spa | seasonal offers | Spa,welcoming,true,Book your stay button with a booking form | Sign up for newsletter for offers | SimpleBooking engine,,embedded_engine,panoramic pool | spa | restaurant | family suites | holiday offers | Wellness | Ski services | Pool | Family-friendly | Biking,families | couples | business travelers | wellness guests | skiers | Wellness travelers | Ski travelers,welcoming atmosphere | mountain elegance | local charm,upper_upscale,4044595,0.68,
hotel-adler-boutique-hotel-pub,Adler Boutique Hotel & Pub,Murten,3,false,albergo 3 stelle,Hotel,Classificato come albergo 3 stelle da HotellerieSuisse,"Hauptgasse, 3280 Murten",15,Numero di camere/appartamenti **15**,+41266726669,home@adler.murten.ch,mailto:home@adler.murten.ch,Locanda,,Valutazione su Ginto,Locanda | Valutazione su Ginto,,verified-external,202,164.63,USD,This hotel typically costs between US$ 115–US$ 202 per night for the dates you selected.,,,,https://www.adler-murten.ch/,https://www.myswitzerland.com/it/alloggi/adler-boutique-hotel-pub/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-adler-boutique-hotel-pub,https://www.google.ch/travel/hotels/entity/ChcIpYSejO7iwaBaGgsvZy8xdGczNDNqaBAB/prices?g2lb=4207876%2C4208993%2C4223281%2C4242898%2C4251618%2C4252383%2C4253230%2C4254308%2C4258187%2C4250437%2C4251105%2C4253015&hl=en&gl=ch&un=0&rp=OAFAAEgC&ictx=1&tcfs=EiwKCS9tLzAyYm5kNBIFVmV2ZXkaGAoKMjAxOS0wNS0yNRIKMjAxOS0wNS0yNlIA&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAEaBAoCGgAqBAoAGgA&ap=MAC6AQZwcmljZXM&ei=eLGAadjjIYGP0L4Pq7DogAQ&ved=2ahUKEwje2r76v9WSAxVEjsUCHdLhBBMQrfoIegUIBBCjAg,false,,,,,,,,,,,,,,,,,,,,,,
hotel-adler-hotel,Adler Hotel,Appenzell,3,false,albergo 3 stelle,Hotel,Classificato come albergo 3 stelle da HotellerieSuisse,"Weissbadstrasse 2, 9050 Appenzell",20,Numero di camere/appartamenti **20**,+41717871389,info@adlerhotel.ch,mailto:info@adlerhotel.ch,,,,,,verified-external,256,208.64,USD,$256 - $271 (Based on Average Rates for a Standard Room). ALSO KNOWN AS. adler hotel appenzell. LOCATION. Switzerland Canton of Appenzell Appenzell. NUMBER OF ...,Urs Heuberger,Geschäftsführer,https://www.adlerhotel.ch/ueber-uns/,https://www.adlerhotel.ch/,https://www.myswitzerland.com/it/alloggi/hotel-adler-appenzell/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-adler-hotel,https://www.tripadvisor.com/Hotel_Review-g667654-d291704-Reviews-Adlerhotel-Appenzell_Canton_of_Appenzell.html,false,,,,,,,,,,,,,,,,,,,,,,
hotel-afterwork-hotel,AFTERWORK Hotel,Etoy,4,false,albergo 4 stelle,Hotel,Classificato come albergo 4 stelle da HotellerieSuisse,"En Bellevue 1, 1163 Etoy",136,Numero di camere/appartamenti **136**,+41215776440,reservations@afterworkhotel.ch,mailto:reservations@afterworkhotel.ch,Biking | Business | Seminars,Swisstainable Livello III - leading,Valutazione su Ginto,Biking | Business | Seminars | Swisstainable Livello III - leading | Valutazione su Ginto,,verified-external,242,197.23,USD,View all 11 deals from $242,,,,https://www.afterworkhotel.ch/,https://www.myswitzerland.com/it/alloggi/afterwork-hotel-3/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-afterwork-hotel,https://www.tripadvisor.ca/Hotel_Review-g1130710-d25091833-Reviews-Afterwork_Hotel-Etoy_Canton_of_Vaud.html,true,large_hotel,Large hotel footprint,large_hotel,enriched,https://www.afterworkhotel.ch/,Aftework Hotel | Convivial et Original | Proche de Genève,"Découvrez Afterwork Hotel, hotel décontracté et original au coeur de Morges, entre Lausanne & Genève. Un séjour ou un séminaire ? C'est l'endroit parfait !","Afterwork Hotel is a unique accommodation option located in Geneva, Switzerland, designed to serve as a vibrant space for both relaxation and socializing. The hotel emphasizes a combination of modern comfort and exciting dining experiences, particularly at its Afterwork Bistro.",French,social space | career-focused | bistro dining | event hosting | Suites | Biking,modern-creative,true,Best Rate Guaranteed link for direct booking | Mews booking engine,,native_direct,bistro | event hosting | Suites | Biking | Business | Seminars | Swisstainable Livello III - leading | Valutazione su Ginto,business travelers | social guests | event attendees,vibrant | modern | contemporary | creative,upscale,6657538,0.68,
hotel-aida-hotel-spa-adults-only,Aïda Hôtel & Spa - Adults only,Crans-Montana,5,false,albergo 5 stelle,Hotel,Classificato come albergo 5 stelle da HotellerieSuisse,"Chemin du Béthania 1, 3963 Crans-Montana",18,Numero di camere/appartamenti **18**,+41274854111,contact@aidahotelspa.ch,mailto:contact@aidahotelspa.ch,Excellent Cuisine | Wellness & Spa,,,Excellent Cuisine | Wellness & Spa,Premium,verified-external,821,669.12,USD,$821 nightly,,,,https://www.aidahotelspa.ch/,https://www.myswitzerland.com/it/alloggi/aida-hotel-spa-adults-only/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-aida-hotel-spa-adults-only,https://www.hotels.com/ho2397044192/aida-hotel-spa-crans-montana-switzerland/,true,premium_price_category | five_star_signal | high_adr,Premium price category | Five-star signal | High ADR proxy,premium_or_luxury | premium_or_luxury | high_adr,enriched,https://www.aidahotelspa.ch/,Aïda Hôtel & Spa | OFFICIAL SITE | 5 Star Boutique Hotel in Crans-Montana,"Welcome to Aïda Hôtel & Spa, a 5-star adults only boutique hotel in Crans-Montana in the Swiss Alps. Official site, best available rates!","Aïda Hotel & Spa offers a luxurious, adult-only wellness retreat in Crans-Montana, featuring refined accommodations with stunning views of the Swiss Alps. The hotel provides a comprehensive wellness area, multiple dining options, and special offers for guests seeking relaxation and rejuvenation.",English | Français | Deutsch | German | French | Italian,luxury wellness | adult-only retreat | alpine views | gourmet dining | relaxation packages | Spa,luxury-wellness,true,Best rate guaranteed | Secure your booking with the hotel directly | SynXis booking engine | Book now CTA,,native_direct,indoor wellness area | heated pool | Jacuzzi | sauna | steam room | fitness center | outdoor pool | Spa | Wellness | Restaurant,couples | wellness guests | adults | Groups and events | Wellness travelers,refined elegance | alpine chic | modern amenities | Modern | Luxury cues,luxury,2989361,0.68,
hotel-airport-hotel-basel,Airport Hotel Basel,Basel,3,true,albergo 3 stelle Superior,Hotel,Classificato come albergo 3 stelle Superior da HotellerieSuisse,"Flughafenstrasse 215, 4056 Basel",147,Numero di camere/appartamenti **147**,+41613273030,info@airporthotelbasel.com,mailto:info@airporthotelbasel.com,,Swisstainable Livello II - engaged,Valutazione su Ginto,Swisstainable Livello II - engaged | Valutazione su Ginto,,verified-external,191,155.66,USD,View all 10 deals from $191,,,,https://www.airporthotelbasel.com/,https://www.myswitzerland.com/it/alloggi/airport-hotel-basel/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-airport-hotel-basel,https://www.tripadvisor.ca/Hotel_Review-g188049-d634974-Reviews-Airport_Hotel_Basel-Basel.html,true,large_hotel,Large hotel footprint,large_hotel,enriched,https://www.airporthotelbasel.com/,Airport Hotel Basel | Hotel in Basel | Unterkunft Basel,"Willkommen im Airport Hotel Basel. Buchen Sie jetzt und erleben Sie eine einzigartige Atmosphäre in unserem faszinierenden Hotel in Basel., '' video made by TravelClick Video Solutions., The TrustScore Widget, TrustYou’s most popular widget, displays a hotel’s TrustScore and a textual representation of its score., The TrustScore Widget, TrustYou’s most popular widget, displays a hotel’s TrustScore and a textual representation of its score., The TrustScore Widget, TrustYou’s most popular widget, displays a hotel’s TrustScore and a textual representation of its score., The TrustScore Widget, TrustYou’s most popular widget, displays a hotel’s TrustScore and a textual representation of its score., The TrustScore Widget, TrustYou’s most popular widget, displays a hotel’s TrustScore and a textual representation of its score., The TrustScore Widget, TrustYou’s most popular widget, displays a hotel’s TrustScore and a textual representation of its score., The TrustScore Widget, TrustYou’s most popular widget, displays a hotel’s TrustScore and a textual representation of its score.","The Airport Hotel Basel offers a casual and friendly environment conveniently located near EuroAirport and central Basel. Guests can enjoy modern accommodations, business class amenities, free shuttle service, and various special offers.",de,business class | location comfort | family-friendly | Restaurant | Bar | Meeting rooms,casual-friendly,true,Prices starting from 120.00 CHF | Jetzt buchen button present | Booking link to TravelClick | Buchen CTA,,external_engine,free Wi-Fi | room service | restaurant | barrier-free access | sports & leisure | Bar | Meeting rooms | Ski services | Family-friendly | Swisstainable Livello II - engaged,business travelers | families | Groups and events | Ski travelers,modern design | business class comfort | Design-led | Modern,midscale,5679317,0.68,
hotel-aktiv-hotel-spa-hannigalp,Aktiv Hotel & Spa Hannigalp,Grächen,3,true,albergo 3 stelle Superior,Hotel,Classificato come albergo 3 stelle Superior da HotellerieSuisse,"Heimine 468, 3925 Grächen",24,Numero di camere/appartamenti **24**,+41279551000,info@hannigalp.ch,mailto:info@hannigalp.ch,Biking | Family-friendly | Hiking | Snowsports | Wellness,Swisstainable Livello I - committed,,Biking | Family-friendly | Hiking | Snowsports | Swisstainable Livello I - committed | Wellness,,verified-external,221,180.11,USD,View all 5 deals from $221,,,,https://www.hannigalp.ch/,https://www.myswitzerland.com/it/alloggi/aktiv-hotel-spa-hannigalp/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-aktiv-hotel-spa-hannigalp,https://www.tripadvisor.com/Hotel_Review-g229458-d236227-Reviews-Aktiv_Hotel_Spa_Hannigalp-Graechen_Canton_of_Valais_Swiss_Alps.html,false,,,,,,,,,,,,,,,,,,,,,,
hotel-alaia-lodge,Alaïa Lodge,Crans-Montana,3,true,albergo 3 stelle Superior,Hotel,Classificato come albergo 3 stelle Superior da HotellerieSuisse,"Route du Rawyl 10, 3963 Crans-Montana",35,Numero di camere/appartamenti **35**,+41275641070,hello@alaialodge.ch,mailto:hello@alaialodge.ch,Hiking | Snowsports,,Valutazione su Ginto,Hiking | Snowsports | Valutazione su Ginto,,verified-external,164,133.66,USD,"Compare prices and find the best deal for the Alaia Lodge. Rates from $164 ... Alaia Lodge. 1 star. Rawyl 10, 3963 Crans-Montana, Valais, Switzerland. Crans ...",,,,https://www.alaialodge.ch/,https://www.myswitzerland.com/it/alloggi/alaia-lodge-1/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-alaia-lodge,https://www.kayak.com/Crans-Montana-Hotels-Le-Green.358652.ksp,false,,,,,,,,,,,,,,,,,,,,,,
hotel-albana-hotel,Albana Hotel,Silvaplana,4,false,albergo 4 stelle,Hotel,Classificato come albergo 4 stelle da HotellerieSuisse,"Via vers Mulins 5, 7513 Silvaplana",35,Numero di camere/appartamenti **35**,+41818387878,hotel@hotelalbana.ch,mailto:hotel@hotelalbana.ch,Biking | Golf | Hiking | Snowsports,Swisstainable Livello I - committed,Valutazione su Ginto,Biking | Golf | Hiking | Snowsports | Swisstainable Livello I - committed | Valutazione su Ginto,,verified-external,210,171.15,USD,Compare prices and find the best deal for the Albana Hotel Silvaplana. Rates from $210.,Swiss Sliding,Geschäftsführer,https://hotelalbana.ch/files/Albana/PDFs/Presse/silvaplana_noviteds_ausgabe_winter2022.pdf,https://www.hotelalbana.ch/,https://www.myswitzerland.com/it/alloggi/albana-hotel/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-albana-hotel,https://www.kayak.com/Silvaplana-Hotels-Albana-Hotel-Silvaplana.408149.ksp,false,,,,,,,,,,,,,,,,,,,,,,
hotel-albergo-carcani,Albergo Carcani,Ascona,3,false,albergo 3 stelle,Hotel,Classificato come albergo 3 stelle da HotellerieSuisse,"Piazza Giuseppe Motta, 6612 Ascona",29,Numero di camere/appartamenti **29**,+41917851717,info@carcani.ch,mailto:info@carcani.ch,,,Valutazione su Ginto,Valutazione su Ginto,,verified-external,354,288.51,USD,View all 8 deals from $354,,,,https://www.carcani.ch/,https://www.myswitzerland.com/it/alloggi/albergo-carcani/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-albergo-carcani,https://www.tripadvisor.ca/Hotel_Review-g198865-d1841395-Reviews-Albergo_Carcani_by_Ketty_Tommy-Ascona_Lake_Maggiore_Canton_of_Ticino_Swiss_Alps.html,false,,,,,,,,,,,,,,,,,,,,,,
hotel-albergo-ceresio,Albergo Ceresio,Lugano,3,false,albergo 3 stelle,Hotel,Classificato come albergo 3 stelle da HotellerieSuisse,"Via S. Balestra 19, 6900 Lugano",27,Numero di camere/appartamenti **27**,+41919231044,info@hotelceresio.ch,mailto:info@hotelceresio.ch,,,,,,unclassified,,,,,,,,https://www.hotelceresio.ch/,,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-albergo-ceresio,,false,,,,,,,,,,,,,,,,,,,,,,
hotel-albergo-federale,Albergo Federale,Lugano,3,false,albergo 3 stelle,Hotel,Classificato come albergo 3 stelle da HotellerieSuisse,"Via Paolo Regazzoni 8, 6900 Lugano",47,Numero di camere/appartamenti **47**,+41919100808,info@hotel.federale.ch,mailto:info@hotel.federale.ch,Business,Swisstainable Livello II - engaged,Valutazione su Ginto,Business | Swisstainable Livello II - engaged | Valutazione su Ginto,Premium,verified-external,450,450,CHF,From CHF 450.—\\,,,,https://www.hotel-federale.ch/,https://www.myswitzerland.com/it/alloggi/albergo-federale/,https://www.hotelleriesuisse.ch/it/associazione-e-sede/soci/elenco-dei-soci/hotel-albergo-federale,https://www.claireundgeorge.ch/en/wheelchair-accessible-hotels/hotel/albergo-federale-lugano,true,premium_price_category | high_adr,Premium price category | High ADR proxy,premium_or_luxury | high_adr,enriched,https://www.hotel-federale.ch/,Hotel Federale - Hotel Federale Lugano,"The TrustScore Widget, TrustYou’s most popular widget, displays a hotel’s TrustScore and a textual representation of its score.","Hotel Federale is located in the heart of Lugano, offering comfortable accommodations with free WiFi and amenities like LED TVs and safes. With a family management spanning over a century, the hotel provides exceptional service and is ideally situated just minutes from the train station and city center.",Italian,family-run hospitality | central location | exceptional service | historical significance | Meeting rooms | Seminar facilities,family-leisure,true,Best rate guarantee on the official website | Flexible cancellation conditions | Exclusive benefits for direct bookings | Mews booking engine,Mention of Booking.com for guest ratings | Booking.com mention,native_direct,WiFi | restaurant | meeting rooms | underground garage | electric car charging | Seminar facilities | Business | Swisstainable Livello II - engaged | Valutazione su Ginto,tourists | business travelers | families | Groups and events,heritage elegance | hospitality experience | service excellence,upper_upscale,5249430,0.68,
