hotel_slug,hotel_name,location,stars,rooms,adr_chf,segment,revenue_proxy_chf,priority_score,buy_3k,buy_5k,delay_12m,price_band,primary_wedge,primary_blocker,deal_killer,deal_killer_raw,outreach_angle,gm_confidence,gm_buy_3k,gm_buy_5k,gm_wedge,gm_blocker,cm_confidence,cm_buy_3k,cm_buy_5k,cm_wedge,cm_blocker,disagreements,proof_package
hotel-hotel-seehof-davos,Hotel Seehof Davos,Davos Dorf,5,114,276.28,luxury,7817287,49,46,24,65,1000_2000,"Position as a Swiss-hosted weekly commercial command center that turns compset signals, guest sentiment, and on-hand PMS data into 10–12 prioritized actions per week; start with a measured 60-day pilot tied to direct-share KPIs and attribution.","Owner/Finance skepticism of recurring SaaS without hard, attributable ROI and security-compliant integrations.",No PMS/CRM integration,"No demonstrable, attributable path to direct-booking revenue uplift within the agreed pilot window (or inability to integrate with PMS/booking engine).","Propose a 60–90 day shoulder-season pilot at CHF 2.5–3k/month with Swiss-hosted deployment and live PMS/booking engine integration. Commit to a single success metric (e.g., +7% direct bookings or +5% direct-revenue uplift) and a weekly adoption cadence (GM/RM check-ins). Include a tool-rationalization plan (replace review + compset/content spend), white-glove onboarding in DE/EN, reference from a Swiss alpine 4–5* peer, ROI calculator, and a CFO/Owner-ready pack. Add monthly opt-out post-pilot or apply pilot fees to an annual plan if targets are met.",medium,47,22,"Pilot that replaces two current spend buckets (reputation + compset/content agency) with one platform delivering a weekly commercial action board tied to measurable direct-booking uplift, backed by Swiss hosting and PMS integration.","Owner/Finance skepticism of recurring SaaS without hard, attributable ROI and security-compliant integrations.",high,45,25,"Position as a Swiss-hosted weekly commercial command center that turns compset signals, guest sentiment, and on-hand PMS data into 10–12 prioritized actions per week; start with a measured 60-day pilot tied to direct-share KPIs and attribution.",Owner/Board risk aversion to new recurring SaaS without airtight PMS/BE attribution and Swiss data residency; integration timelines and peak-season blackouts can stall approval.,"price_band: GM=2000_3000 vs CM=1000_2000 | deal_killer: GM=""No demonstrable, attributable path to direct-booking revenue uplift within the agreed pilot window (or inability to integrate with PMS/booking engine)."" vs CM=""No reliable PMS/booking‑engine integration or inability to guarantee Swiss/GDPR‑compliant hosting.""",60_day_pilot | reference_switzerland | live_dashboard_demo | pms_crm_integration | reference_luxury
hotel-the-dolder-grand,The Dolder Grand,Zürich,5,175,742.46,luxury,32248750,49,45,23,65,2000_3000,"Reference-led, Swiss-hosted 90-day pilot that unifies PMS + compset + guest sentiment into a weekly decision engine tied to a direct-share KPI, delivered with white-glove onboarding and strict brand safeguards.","Owner/Finance skepticism on marginal incremental value versus existing stack, compounded by IT/security scrutiny for PMS/CRM access.",No PMS/CRM integration,"No secure, reliable PMS/CRM integration (and inability to meet Swiss/GDPR data residency/security requirements).","Lead with comparable Swiss luxury references and a Swiss-hosted, white-glove 90-day pilot at ~CHF 2.5–3k/month, KPI-gated to a 3pp direct-share uplift. Position as a complement to current RMS/agencies (no stack rip-and-replace), start with read-only PMS integration, human-in-the-loop content for brand safety, clear ROI calculator, and monthly opt-out that converts to discounted annual only if KPI is met. Time for a shoulder-season window and pre-align with IT/security and Finance.",high,45,25,"Reference-led, Swiss-hosted 90-day pilot that unifies PMS + compset + guest sentiment into a weekly decision engine tied to a direct-share KPI, delivered with white-glove onboarding and strict brand safeguards.","Owner/Finance skepticism on marginal incremental value versus existing stack, compounded by IT/security scrutiny for PMS/CRM access.",high,45,20,"A weekly decision-to-action engine that consolidates RMS/STR/reviews/GA4 into one prioritized commercial plan tied to direct booking conversion, not vanity metrics.",Attribution credibility and integration timelines (PMS/CRM + Swiss-hosting security/legal reviews).,"deal_killer: GM=""No secure, reliable PMS/CRM integration (and inability to meet Swiss/GDPR data residency/security requirements)."" vs CM=""No PMS/CRM integration or inability to deliver auditable direct-booking attribution within the pilot.""",reference_luxury | pms_crm_integration | 90_day_pilot | reference_switzerland | gdpr_swiss_hosting
hotel-buergenstock-hotel-alpine-spa,Bürgenstock Hotel & Alpine Spa,Obbürgen,5,211,803.59,luxury,42084169,48,45,23,68,2000_3000,"ROI-tied direct-booking uplift with weekly, prioritized commercial playbooks while consolidating compset/review tooling.",Limited control over the booking engine/website (attribution and funnel changes) combined with owner/board legal procurement and DPA/Swiss‑hosting requirements.,No PMS/CRM integration,No reliable PMS/CRS integration and inability to meet Swiss GDPR/data‑residency requirements; plus inability to attribute impact due to lack of booking‑funnel control.,"Lead with a 60‑day Swiss‑hosted pilot focused on weekly decisioning and compset moves, instrumented through PMS/CRS + current booking‑engine reports. Commit to a board‑ready ROI pack (target 3–5% direct share or 3–5% RevPAR improvement), provide two Swiss luxury references, and include pre‑approved DPA/SLA templates. Keep website/engine changes out of scope in phase 1; offer partial performance pricing at the 5k tier and monthly opt‑out after pilot.",medium,45,25,"A Swiss‑hosted, fully integrated compset + guest‑voice intelligence layer that produces Monday‑morning, GM‑ready weekly actions and ties them to measurable changes in direct share/RevPAR via PMS/CRS attribution.",Limited control over the booking engine/website (attribution and funnel changes) combined with owner/board legal procurement and DPA/Swiss‑hosting requirements.,medium,45,20,"ROI-tied direct-booking uplift with weekly, prioritized commercial playbooks while consolidating compset/review tooling.",Swiss-hosted GDPR requirements plus PMS/CRM integration complexity triggering owner/CFO and IT/security scrutiny.,"deal_killer: GM=""No reliable PMS/CRS integration and inability to meet Swiss GDPR/data‑residency requirements; plus inability to attribute impact due to lack of booking‑funnel control."" vs CM=""No PMS/CRM integration plus inability to offer Swiss-hosted/GDPR-compliant deployment.""",pms_crm_integration | reference_luxury | 60_day_pilot | gdpr_swiss_hosting | reference_switzerland
hotel-castello-del-sole-beach-resort-spa,Castello del Sole Beach Resort & SPA,Ascona,5,79,498.78,luxury,9779978,48,45,21,65,2000_3000,"De-risked off-season pilot focused on weekly commercial playbooks + on-brand multilingual content that reduces agency hours, with PMS/BE integration for attribution and Swiss hosting assurances.",External booking engine integration/attribution risk and owner conservatism on recurring software spend.,No PMS/CRM integration,Inability to credibly prove uplift in direct revenue due to missing or failed PMS/booking-engine integration/attribution.,"Lead with a 60–90 day pilot scheduled in shoulder season focused on direct-revenue uplift. Start with a 2-week integration discovery and attribution QA with PMS/booking engine. Offer Swiss/GDPR hosting, local luxury references, and a milestone-based plan: weekly 1–3 actions, EN/DE/IT content, and a shared ROI dashboard. Price in the CHF 2.5–3k band with monthly opt-out until proof; add performance-linked component if helpful. Secure DoS&M as day-to-day champion and pre-align owner/CFO on success criteria and exit clauses.",medium,45,22,PMS/booking-engine–attributed weekly decision engine that proves a 5–7% uplift in direct revenue within 3–6 months.,External booking engine integration/attribution risk and owner conservatism on recurring software spend.,medium,45,20,"De-risked off-season pilot focused on weekly commercial playbooks + on-brand multilingual content that reduces agency hours, with PMS/BE integration for attribution and Swiss hosting assurances.",Owner signoff hinging on iron-clad attribution plus integration scheduling with PMS/booking engine vendors.,"deal_killer: GM=""Inability to credibly prove uplift in direct revenue due to missing or failed PMS/booking-engine integration/attribution."" vs CM=""No reliable PMS/booking engine integration and lack of Swiss/GDPR-compliant hosting/security documentation.""",60_day_pilot | pms_crm_integration | reference_luxury | gdpr_swiss_hosting | reference_switzerland
hotel-grand-hotel-des-bains-kempinski,Grand Hotel des Bains Kempinski,St. Moritz,5,184,1222.5,luxury,55830108,48,45,23,68,2000_3000,"Pilot tied to provable +5% direct revenue with Swiss-hosted, read-only PMS integration and weekly actioning that plugs into corporate KPIs (no rate-parity risk, complements—not replaces—brand tools).",Kempinski brand IT/legal approvals and CRM/data access restrictions creating delays or denying required integrations.,No PMS/CRM integration,No PMS/CRM integration or inability to access required guest/transactional data due to brand or privacy restrictions.,"Lead with compliance and complementarity: propose a Swiss-hosted, GDPR-safe 60-day pilot that integrates read-only first with PMS/booking data to generate a weekly action plan (pricing, LOS, packages, content) and attribute direct-booking uplift. Bring Swiss luxury references, map how it coexists with IDeaS/Duetto and Kempinski corporate systems, and pre-negotiate data-processing and SLA terms. Time the pilot for a pre-season window and cap price in the CHF 2–3k band with a monthly opt-out; offer white-glove onboarding and a single point of contact.",medium,40,18,"Swiss-hosted, brand-safe 60-day pilot that delivers a single weekly commercial action plan with measurable direct-booking attribution, positioned as complementary to existing RMS/brand tools.",Kempinski brand IT/legal approvals and CRM/data access restrictions creating delays or denying required integrations.,low,50,27,"Pilot tied to provable +5% direct revenue with Swiss-hosted, read-only PMS integration and weekly actioning that plugs into corporate KPIs (no rate-parity risk, complements—not replaces—brand tools).",Kempinski corporate/owner procurement and IT veto over PMS integration and rate/revenue recommendations; Opex sensitivity for new recurring SaaS.,"deal_killer: GM=""No PMS/CRM integration or inability to access required guest/transactional data due to brand or privacy restrictions."" vs CM=""pms_crm_integration""",pms_crm_integration | reference_luxury | reference_switzerland | 60_day_pilot | gdpr_swiss_hosting
hotel-grand-hotel-villa-castagnola,Grand Hotel Villa Castagnola,Lugano,5,71,559.09,luxury,9852396,48,45,20,65,2000_3000,"Swiss-hosted, ROI-tied 60-day pilot with PMS/BE integration that replaces part of agency scope and delivers weekly, prioritized actions to lift direct bookings.",Owner conservatism and fear of OTA/agency cannibalization combined with legal/IT friction on integrations and data privacy.,No PMS/CRM integration,No PMS/booking engine integration for attribution or inability to demonstrate measurable direct booking uplift.,"Propose a Swiss-hosted, white-glove 60–90 day pilot scheduled for shoulder season with PMS/CRS integration and clear success KPIs (≥5–8% direct room revenue uplift or +3–5pp direct share). Commit to brand‑safe Italian/DE/FR content with in‑house approval, a weekly owner/GM one‑pager of prioritized actions, and minimal lock‑in (monthly opt‑out). Offer to displace one compset/reputation tool or a slice of agency scope to fund the pilot. Provide two Swiss luxury references and a data‑privacy pack up front; include SLAs, exit/data portability terms, and an ROI calculator. Sequence stakeholders early (GM + Rev/Marketing) and position the pilot as protecting ADR and reducing OTA dependence without risking peak season.",medium,45,20,"Prove measurable, PMS-attributed direct revenue uplift with a 60–90 day pilot, deliver a weekly executive playbook that reduces team workload, and replace overlapping agency/compset tools while guaranteeing Swiss hosting and brand-safe multilingual content.",Owner conservatism and fear of OTA/agency cannibalization combined with legal/IT friction on integrations and data privacy.,medium,45,20,"Swiss-hosted, ROI-tied 60-day pilot with PMS/BE integration that replaces part of agency scope and delivers weekly, prioritized actions to lift direct bookings.",Owner/Finance aversion to recurring OPEX given total cost of ownership (integration + agency overlap) and stringent Swiss-hosting/legal reviews.,"deal_killer: GM=""No PMS/booking engine integration for attribution or inability to demonstrate measurable direct booking uplift."" vs CM=""No reliable PMS/booking engine integration and no Swiss/GDPR-compliant (preferably Swiss-based) hosting/data processing.""",60_day_pilot | pms_crm_integration | gdpr_swiss_hosting | reference_luxury | reference_switzerland
hotel-hotel-belvedere-locarno,Hotel Belvedere Locarno,Locarno,4,90,368.38,upper_upscale,8228872,48,45,17,62,1000_2000,"Pilot-backed weekly decision engine that replaces spreadsheets/agency tasks, integrates with PMS to prove 5–8% direct uplift, and complies with Swiss/GDPR hosting.",Owner/finance signoff combined with execution bandwidth and proof-of-attribution demands.,No PMS/CRM integration,No reliable PMS/booking-engine integration and attribution for direct bookings.,"Propose a 60–90 day Swiss-hosted pilot starting in shoulder season. Commit to PMS/booking-engine integration upfront, deliver a weekly 5–8 item action plan, and tie part of fees to verified direct-booking uplift. Bring 1–2 Swiss upper-upscale references, a clear ROI calculator, and offer monthly opt-out after pilot. Emphasize replacing agency/spreadsheet time and avoiding an additional hire while protecting ADR around peak events (e.g., Locarno Film Festival).",high,45,15,"Pilot-backed weekly decision engine that replaces spreadsheets/agency tasks, integrates with PMS to prove 5–8% direct uplift, and complies with Swiss/GDPR hosting.",Owner/finance signoff combined with execution bandwidth and proof-of-attribution demands.,high,45,18,"A 90-day, PMS-integrated pilot with Swiss-hosted data that delivers a weekly action digest and proves incremental direct revenue uplift with clear attribution.",Owner/Finance insistence on bankable ROI attribution plus data residency/integration hurdles that extend timelines.,"price_band: GM=1000_2000 vs CM=2000_3000 | deal_killer: GM=""No reliable PMS/booking-engine integration and attribution for direct bookings."" vs CM=""No Swiss/EU GDPR-compliant hosting or inability to deliver reliable PMS/CRM integration for attribution.""",pms_crm_integration | reference_switzerland | gdpr_swiss_hosting | roi_calculator | 90_day_pilot
hotel-hotel-des-trois-couronnes,Hôtel des Trois Couronnes,Vevey,5,71,510.19,luxury,8990670,48,45,21,65,1000_2000,"Prove direct revenue lift with a 90-day, shoulder-season pilot that integrates PMS data to deliver 3–5 weekly prioritized actions (with done-with-you execution) and protects ADR via compset guardrails.",Operational execution capacity in a small team (bandwidth to action recommendations and campaigns).,No PMS/CRM integration,No reliable PMS/booking-engine integration and/or insufficient GDPR/Suisse hosting assurances for guest and reservation data.,"Propose a 90-day, shoulder-season pilot focused on direct booking conversion and ADR protection. Commit to certified PMS/booking-engine integration, Swiss/EU GDPR hosting, and provide a Swiss luxury reference. Pair the weekly action engine with done-with-you micro-sprints (FR/EN/DE content ready-to-publish) to offset team bandwidth. Anchor ROI to direct revenue attribution and agency replacement hours; structure pricing at 2k during pilot then 3k with monthly opt-out. Bring a clear owner-ready ROI pack and security documentation upfront to streamline signoff.",high,45,20,"Prove direct revenue lift with a 90-day, shoulder-season pilot that integrates PMS data to deliver 3–5 weekly prioritized actions (with done-with-you execution) and protects ADR via compset guardrails.",Operational execution capacity in a small team (bandwidth to action recommendations and campaigns).,medium,45,22,Turn scattered intel into a single weekly commercial playbook tied to attributable direct revenue gains.,Owner/Finance resistance to CHF 3k–5k recurring SaaS plus integration/contract friction with existing agency and tools.,"price_band: GM=1000_2000 vs CM=2000_3000 | deal_killer: GM=""No reliable PMS/booking-engine integration and/or insufficient GDPR/Suisse hosting assurances for guest and reservation data."" vs CM=""No reliable PMS/booking-engine integration and inability to provide accurate direct revenue attribution.""",pms_crm_integration | gdpr_swiss_hosting | reference_luxury | reference_switzerland | white_glove_onboarding
hotel-park-hotel-zug,Park Hotel Zug,Zug,4,109,391.2,upper_upscale,10583447,48,44,18,62,1000_2000,"Offer a Swiss-hosted, PMS-integrated 60–90 day pilot that delivers one weekly action plan and targets a +7–10% direct uplift, backed by Swiss reference calls and a clear ROI scorecard.",CFO/Owner reluctance to add recurring opex without hard ROI and the hidden implementation load/cost of PMS integration and team time.,No PMS/CRM integration,No reliable PMS/CRS integration access or lack of Swiss/GDPR-compliant data hosting and agreements.,"Lead with a Swiss-hosted 60–90 day pilot tied to PMS data and a pre-agreed KPI (direct revenue uplift). Provide a CFO pack (ROI calculator, exit/opt-out clause, Swiss references) and commit to white-glove onboarding with read-only PMS integration first. Position as replacing slices of agency/reputation/compset spend and reducing manual management time, not as net-new opex.",high,43,16,"Offer a Swiss-hosted, PMS-integrated 60–90 day pilot that delivers one weekly action plan and targets a +7–10% direct uplift, backed by Swiss reference calls and a clear ROI scorecard.",CFO/Owner reluctance to add recurring opex without hard ROI and the hidden implementation load/cost of PMS integration and team time.,high,45,20,"De-risked Swiss-hosted pilot tied to ≥6% direct revenue KPI, with PMS integration and owner-ready ROI reporting; weekly action plans that replace fragmented compset/reputation/agency spend.","Owner/Finance and IT sign-off requiring Swiss data residency, rigorous attribution, and vendor security reviews (plus potential PMS integration fees/queues).","price_band: GM=1000_2000 vs CM=2000_3000 | deal_killer: GM=""No reliable PMS/CRS integration access or lack of Swiss/GDPR-compliant data hosting and agreements."" vs CM=""No integration with PMS/CRS or inability to access booking-level data for attribution.""",60_day_pilot | pms_crm_integration | 90_day_pilot | reference_switzerland | gdpr_swiss_hosting
hotel-swiss-diamond-hotel,Swiss Diamond Hotel,Vico Morcote,5,87,311.33,luxury,6722673,48,47,20,66,1000_2000,"ROI-audited 90-day pilot with PMS/booking engine integration that produces a weekly action list and compset-driven rate/content moves, backed by Swiss luxury references to avoid an additional hire.",Owner/Finance demand auditable ROI and GDPR/legal signoff; potential PMS/vendor integration delays and agency pushback.,No PMS/CRM integration,No viable PMS/booking engine integration or inability to agree on an auditable ROI measurement plan.,"Lead with a 90-day Swiss-hosted pilot at ~CHF 3k including PMS/BE integration and an attribution plan (baseline + holdout/A-B where feasible). Week 1–2: integration and data QA; Week 3: agree KPIs (direct revenue, conversion, RevPAR vs compset) and governance cadence; Weeks 4–12: deliver weekly prioritized actions, multilingual content, and compset alerts. Provide Swiss luxury references and an ROI calculator. If targets met, convert to annual at CHF 2–3k with an annual discount; if not, monthly opt-out.",high,48,22,"ROI-audited 90-day pilot with PMS/booking engine integration that produces a weekly action list and compset-driven rate/content moves, backed by Swiss luxury references to avoid an additional hire.",Owner/Finance demand auditable ROI and GDPR/legal signoff; potential PMS/vendor integration delays and agency pushback.,medium,45,18,"Attribution‑first pilot: integrate PMS/booking engine, run a 60–90 day controlled test targeting couples/wellness segments, deliver a weekly prioritized action plan, and prove a +5pp direct share (or ~10% direct revenue) with Swiss/GDPR hosting and a named AM.","Owner/CFO demand for iron‑clad, auditable incremental revenue and risk transfer (ROI guarantee/performance terms) plus potential integration lead times with PMS/BE.","price_band: GM=2000_3000 vs CM=1000_2000 | deal_killer: GM=""No viable PMS/booking engine integration or inability to agree on an auditable ROI measurement plan."" vs CM=""No PMS/booking‑engine integration and no auditable uplift in direct bookings during the pilot period.""",90_day_pilot | pms_crm_integration | reference_luxury | reference_switzerland | gdpr_swiss_hosting
hotel-widder-hotel,Widder Hotel,Zürich,5,49,567.24,luxury,6898659,48,45,20,65,1000_2000,"Turn scattered intel into a single weekly, brand‑safe action brief that the small team can execute, tied to measurable direct‑booking uplift, with Swiss‑hosted data and seamless PMS/booking‑engine integration.",Owner/Finance conservatism plus integration risk and existing agency contracts; demand for Swiss luxury references and clear guaranteed uplift.,No PMS/CRM integration,No reliable PMS/booking engine integration delivering clean data.,"Lead with a Swiss-hosted, GDPR-compliant 90-day pilot tied to a direct-revenue KPI (target 5–10% uplift) and weekly action plans. Open with 1) integration diagnostic workshop (PMS/BE/CRS readiness, data quality, timeline), 2) reference call from a comparable Swiss luxury boutique, 3) white-glove onboarding with SLA for data sync and brand-safe content guardrails, 4) ROI calculator mapping agency/tool overlap and management time replaced, 5) monthly opt-out and performance-based renewal. Propose low-season start to minimize operational risk and align with budget cycles.",medium,45,22,"Swiss-hosted 90-day pilot proving 5–10% direct revenue uplift via a weekly decision engine that unifies compset insight, sentiment, and content actions.",Owner/Finance conservatism plus integration risk and existing agency contracts; demand for Swiss luxury references and clear guaranteed uplift.,medium,45,18,"Turn scattered intel into a single weekly, brand‑safe action brief that the small team can execute, tied to measurable direct‑booking uplift, with Swiss‑hosted data and seamless PMS/booking‑engine integration.",Owner preference for high‑touch agency projects and resistance to recurring SaaS spend; secondary blocker is integration/legal review time (PMS/booking engine + Swiss/GDPR).,"price_band: GM=2000_3000 vs CM=1000_2000 | deal_killer: GM=""No reliable PMS/booking engine integration delivering clean data."" vs CM=""Inability to integrate with the PMS/embedded booking engine and demonstrate credible direct‑booking uplift within the agreed pilot window.""",90_day_pilot | reference_luxury | reference_switzerland | pms_crm_integration | gdpr_swiss_hosting
