rank,hotel_slug,hotel_name,location,stars,rooms,adr_chf,segment,revenue_proxy_chf,priority_score,buy_likelihood_3k,buy_likelihood_5k,delay_likelihood_12m,recommended_price_band,primary_wedge,primary_blocker,deal_killer,deal_killer_raw,outreach_angle,gm_confidence,cm_confidence,disagreements
203,hotel-hotel-aristella-swissflair,Hotel Aristella swissflair,Zermatt,4,28,530.56,upper_upscale,3687180,36,33,12,68,1000_2000,Turn scattered data into a single weekly commercial action plan and auto‑generate multilingual content so a 28‑room team avoids hiring while lifting shoulder‑season direct revenue.,"Owner’s requirement for multi-season, auditable net profit proof plus legal/privacy review before committing to recurring fees.",Cannot prove attribution / ROI,No measurable increase in direct bookings/revenue within the agreed pilot window.,"Propose a Swiss-hosted, GDPR-compliant 90-day pilot starting in the next shoulder season. Include PMS/booking-engine integration at no extra cost, a baseline + ROI calculator, and weekly action plans the team can execute in under 1 hour. Price in the CHF 1.5–2k/mo band with monthly opt-out and a small performance kicker tied to direct revenue. Bring two Swiss alpine references and a live dashboard demo. Commit to minimal staff time, no disruption to booking flow, and deliverables: +8–10 pp direct share or ~10% direct revenue uplift, prioritized review insights, and multilingual (DE/EN/IT) content ready to deploy.",medium,medium,"deal_killer: GM=""No measurable increase in direct bookings/revenue within the agreed pilot window."" vs CM=""Unreliable PMS/booking‑engine integration that prevents trustworthy attribution and measurement of direct booking uplift."""
204,hotel-hotel-les-armures,Hôtel Les Armures,Genève,5,32,467.81,luxury,3715534,36,34,13,68,1000_2000,"A Swiss‑hosted, 90‑day pilot proving +8–10% direct revenue uplift with booking‑level attribution, delivering a weekly GM-ready action list and multilingual brand‑safe content—positioned as replacing part of agency/time spend.",Integration and attribution credibility (owner/finance skepticism that uplift can be cleanly tied to the platform).,No PMS/CRM integration,No reliable PMS/booking‑engine integration with Swiss/GDPR‑compliant hosting that enables credible revenue attribution.,"Propose a Swiss‑hosted, white‑glove 60–90 day pilot focused on a 5–10% direct revenue lift, starting post‑peak dates. Lead with a live dashboard demo using their public data, then offer rapid PMS/BE integration, strict brand/approval guardrails (no auto‑publish), and a weekly GM summary with 5–7 prioritized actions. Include Geneva luxury references, on‑site kickoff, and a performance credit if KPIs aren’t met. Position budget in the CHF 1.5–2k range during pilot by reallocating agency tasks; scale to CHF ~3k only after proven attribution.",medium,medium,"deal_killer: GM=""No reliable PMS/booking‑engine integration with Swiss/GDPR‑compliant hosting that enables credible revenue attribution."" vs CM=""No credible, verifiable proof of direct‑booking uplift or refusal to run a short pilot with booking‑level attribution."""
205,hotel-hotel-palafitte,Hôtel Palafitte,Neuchâtel,5,38,292.58,luxury,2759498,36,39,16,65,1000_2000,"Deliver a Swiss-hosted, fully integrated 60-day pilot that auto-prioritizes weekly actions (reviews + compset + content) and proves incremental direct revenue with clear attribution.","Attribution credibility and PMS/IBE integration delays, combined with Owner aversion to new recurring subscriptions.",No PMS/CRM integration,No reliable PMS/booking-engine integration and inability to demonstrate direct-booking uplift during the pilot.,"Lead with a live dashboard demo and a Swiss luxury reference, then propose a 90-day, Swiss-hosted pilot in shoulder season. Commit to PMS/IBE integration and a pre-agreed attribution plan (last-click + assisted model, control periods, and baseline mix). Provide white-glove onboarding, coordinate with their agency for brand-safe FR/EN copy, and include performance-linked pricing or a monthly opt-out. Close with an ROI calculator translating a 7–10% direct uplift into CHF and reduced agency/OPS time.",medium,medium,"deal_killer: GM=""No reliable PMS/booking-engine integration and inability to demonstrate direct-booking uplift during the pilot."" vs CM=""Inability to credibly prove direct-booking uplift within the proof window due to missing PMS/BE integration or weak attribution."""
206,hotel-park-hotel-principe,PARK HOTEL PRINCIPE,Montagnola,4,42,348,upper_upscale,3627691,36,34,11,65,1000_2000,"Italian-first, Swiss-hosted 60–90 day pilot tied to PMS/BE integration that delivers a weekly commercial plan and targets a 10% direct uplift in shoulder season.",Attribution/integration risk and owner approval for recurring SaaS spend; possible resistance/fees from external PMS/website vendors.,No PMS/CRM integration,"If reliable conversion tracking cannot be established via PMS/booking-engine integration, uplift claims are unprovable and the owner will not proceed.","Lead with a Swiss-hosted, 60-day pilot priced in the CHF 1–2k band, including white-glove PMS/booking-engine wiring and a clear KPI (+8–10% direct booking revenue on shoulder dates vs matched baseline). Show a live dashboard demo using their compset, provide 1–2 Swiss premium references, and commit to CHF invoicing, monthly opt-out, and a performance-linked upgrade path. Keep scope tight: week 1 mapping/integration, weeks 2–7 action sprints (weekly tasks, review replies, multilingual offers), week 8 owner readout with ROI calculator and next-step options.",medium,medium,"deal_killer: GM=""If reliable conversion tracking cannot be established via PMS/booking-engine integration, uplift claims are unprovable and the owner will not proceed."" vs CM=""No reliable PMS/booking-engine integration to measure and attribute direct bookings."""
207,hotel-sorell-boutique-hotel-st-peter,Sorell Boutique-Hotel St. Peter,Zürich,4,44,393.64,upper_upscale,4298864,36,30,10,70,1000_2000,"A Swiss-hosted, PMS-integrated 60–90 day pilot that replaces fragmented tools with a concise weekly action list, demonstrating direct-share lift while reducing manual/agency effort.",Attribution/integration complexity with PMS/booking engine and potential group‑level procurement friction.,No PMS/CRM integration,No reliable PMS/booking‑engine integration to attribute direct booking uplift within the pilot window.,"Lead with an attribution‑first 60–90 day pilot priced in the CHF 1.5–2k/month band. Commit to PMS/BE integration before go‑live, Swiss/EU GDPR hosting, and a local Swiss boutique reference. Define success as +8–10% direct room revenue or equivalent conversion uplift, evidenced by a shared ROI dashboard and weekly action plans that the team can execute in under 1 hour/week. Include white‑glove onboarding, monthly opt‑out after pilot, and an ROI calculator. Position it as replacing agency/spreadsheet effort rather than net‑new spend. De‑emphasize a CHF 5k tier unless performance pricing/downside protection is required by the owner.",medium,low,"deal_killer: GM=""No reliable PMS/booking‑engine integration to attribute direct booking uplift within the pilot window."" vs CM=""No measurable improvement in direct bookings/share within the agreed pilot or inability to integrate with PMS/booking data."""
208,hotel-aida-hotel-spa-adults-only,Aïda Hôtel & Spa - Adults only,Crans-Montana,5,18,669.12,luxury,2989361,35,38,13,70,1000_2000,"Proof-first, low-lift 90-day pilot in shoulder season with PMS/booking-engine attribution that proves incremental direct revenue and delivers weekly 3–5 prioritized actions plus multilingual content to cut agency hours.",Owner/finance sensitivity to recurring fees combined with limited team bandwidth to operationalize recommendations during peak seasons.,Cannot prove attribution / ROI,No measurable uplift in direct bookings/revenue within the agreed proof window.,"Propose a 60-day pilot starting just before a shoulder period, integrating with PMS/booking engine to attribute direct revenue. Commit to 3–5 prioritized weekly actions, delivered in FR/EN/DE/IT, and include Swiss hosting, white-glove setup, and two Swiss luxury references. Frame ROI in CHF (packages/spa cross-sell + direct share gain), offer monthly opt-out after pilot, and keep staff time under 90 minutes/week.",medium,low,"deal_killer: GM=""No measurable uplift in direct bookings/revenue within the agreed proof window."" vs CM=""No credible proof of measurable uplift in direct bookings for similarly sized Swiss luxury/wellness hotels within the agreed time window."""
209,hotel-home-swiss-hotel,Home Swiss Hôtel,Genève,4,39,344.75,upper_upscale,3337111,35,35,12,66,1000_2000,"Turn scattered data into 1-page weekly actions with done-for-you micro-execution (content drafts, price/change suggestions) to offset bandwidth limits and show direct-booking lift.",Owner risk-aversion combined with attribution doubts and potential PMS/booking‑engine integration delays/costs.,No PMS/CRM integration,"No secure, reliable integration with the PMS/external booking engine or inability to demonstrate GDPR/Swiss-compliant data handling.","Lead with a Swiss-hosted, read-only integration pilot focused on provable, incremental direct bookings: baseline + control methodology, weekly action list, and clear exit terms. Price the pilot under CHF 2k with monthly opt-out, show 1–2 Geneva/Swiss references, and commit to white‑glove onboarding and a documented attribution report by day 60.",medium,high,"deal_killer: GM=""No secure, reliable integration with the PMS/external booking engine or inability to demonstrate GDPR/Swiss-compliant data handling."" vs CM=""No reliable PMS/booking engine integration or inability to attribute direct-booking uplift during the pilot."""
210,hotel-hotel-de-rougemont-spa,Hôtel de Rougemont & Spa,Rougemont,4,33,456.4,upper_upscale,3738190,35,31,12,68,1000_2000,"Shoulder-season 60–90 day pilot focused on measurable direct-booking uplift and 50%+ time saved, with Swiss-hosted data, brand-safe multilingual content (human-in-the-loop), and light-touch integration delivering weekly action plans.",Owner sign-off hinging on credible attribution of uplift and aversion to recurring SaaS without guarantees; potential integration effort/fees with PMS/booking engine.,Cannot prove attribution / ROI,No short pilot or measurable performance guarantees — long lock-in with unclear ROI,"Propose a 60-day, Swiss-hosted pilot starting in a shoulder season. Establish a pre-pilot baseline (direct sessions, conversion, revenue, blended CPA) and agree on success thresholds. Include PMS/booking-engine and review integrations, a weekly action list (pricing nudges, offer/page tweaks, review-response templates in FR/EN), and a mid-pilot health check. Offer performance-linked pricing or monthly opt-out post-pilot, plus a Swiss alpine reference and a simple ROI calculator showing attribution logic that adjusts for OTA cannibalization. Limit setup to <10 business days with white-glove onboarding and minimal staff time. Keep commercials within the CHF 1–2k band during pilot; present an annual plan only after results.",low,medium,"deal_killer: GM=""No short pilot or measurable performance guarantees — long lock-in with unclear ROI"" vs CM=""No demonstrable uplift in direct bookings (or direct share/conversion) within the agreed pilot window."""
211,hotel-hotel-de-verbier,Hôtel de Verbier,Verbier,4,31,480.85,upper_upscale,3699756,35,33,11,70,1000_2000,"Pilot a shoulder-season program that delivers weekly commercial actions + review intelligence + FR/EN/IT offer content, with light-touch tracking first and staged PMS/BE integration; prove a small but clear direct uplift before peak season.",Owner gatekeeping recurring spend combined with weak/uncertain direct-booking infrastructure and integration risk.,No PMS/CRM integration,no_pms_crm_integration,"Two-phase plan. Phase 1 (off-peak start): 60-day pilot, Swiss/GDPR hosting, PMS/channel-manager integration, weekly actionboard, measurable KPIs (review score +0.2, OTA share baseline, tactical upsell packages). Monthly opt-out and reference from a Swiss alpine peer. Phase 2: add direct-booking modules and performance-pricing rider once website/booking-engine partner is ready. Keep total pilot budget in CHF 1–2k band; defer larger subscription decision until post-pilot ROI review with owner.",medium,medium,"deal_killer: GM=""no_pms_crm_integration"" vs CM=""No clear, measurable proof that the system increases direct bookings or direct revenue within an agreed timeframe."""
212,hotel-hotel-vitznauerhof,Hotel Vitznauerhof,Vitznau,4,53,257.54,upper_upscale,3387836,35,33,13,65,1000_2000,PMS-integrated 60-day pilot proving direct-booking uplift with a weekly action plan and Swiss reference.,"Limited staff bandwidth to implement weekly actions, compounded by conservative Owner/CFO stance on new recurring spend and seasonality-driven deferrals.",No PMS/CRM integration,No reliable PMS/booking‑engine integration or unacceptable data privacy (no Swiss/EU GDPR‑compliant hosting).,"Propose a 90‑day, Swiss‑hosted pilot timed for a shoulder season, priced in the CHF 1.5–2k range with white‑glove onboarding and PMS/booking‑engine integration included; define success as +8–10% direct revenue uplift and 4–8 hours/week saved for the GM team, backed by Swiss luxury references and a performance credit if KPIs are missed. Keep the existing agency in the loop with a reduced scope (content QA/localization) to avoid turf friction, deliver weekly executive summaries and a tight action checklist, and present an ROI model that offsets fees via reduced agency spend, fewer OTA commissions, and saved management time; offer monthly opt‑out post‑pilot to reduce risk.",medium,medium,"deal_killer: GM=""No reliable PMS/booking‑engine integration or unacceptable data privacy (no Swiss/EU GDPR‑compliant hosting)."" vs CM=""No reliable PMS/booking engine integration or attribution to direct bookings."""
213,hotel-hotel-waldegg,Hotel Waldegg,Engelberg,4,32,474.33,upper_upscale,3767319,35,30,11,65,1000_2000,"A time-saving weekly commercial action plan (compset alerts + review insights + DE/EN content) that replaces manual spreadsheets and avoids a junior hire, proven via a short pilot with owner-friendly attribution.","Owner signoff combined with PMS/booking‑engine integration effort/cost and staff adoption risk, jeopardizing measurable uplift.",Cannot prove attribution / ROI,No measurable uplift in direct bookings/conversion during the agreed pilot window.,"Propose a Swiss-hosted, PMS/BE-integrated 60–90 day pilot at CHF 2–3k with performance-linked terms (10% direct revenue uplift target), vendor-owned integration and white‑glove onboarding; schedule for shoulder season, provide a comparable Swiss luxury reference, and commit to front-office enablement to ensure adoption.",medium,medium,"deal_killer: GM=""No measurable uplift in direct bookings/conversion during the agreed pilot window."" vs CM=""No reliable PMS/booking-engine integration and no verifiable uplift in direct bookings within 3–6 months."""
214,hotel-marktgasse-hotel,Marktgasse Hotel,Zürich,4,39,351,upper_upscale,3397610,35,33,11,65,1000_2000,"Low‑risk 60‑day pilot that outputs one‑page weekly commercial actions and proves direct‑booking uplift with PMS‑linked attribution, Swiss‑hosted and CHF‑invoiced.","Owner risk aversion on recurring SaaS ROI vs. small absolute uplift, compounded by PMS/booking engine integration and Swiss GDPR/hosting requirements.",No PMS/CRM integration,No reliable PMS/booking-engine integration/attribution to prove direct-booking uplift.,"Lead with a 60–90 day performance-guardrailed pilot: Day 0 integration check with their PMS/booking engine, Swiss/GDPR hosting, German-language deliverables, and a Zurich/Swiss boutique reference. Anchor ROI in absolute CHF (not just %) and show replacement of specific agency/manual tasks. Offer monthly opt-out and performance-linked component to de-risk, targeting the CHF 1–2k band with a path to scale if uplift is proven.",medium,medium,"deal_killer: GM=""No reliable PMS/booking-engine integration/attribution to prove direct-booking uplift."" vs CM=""No auditable direct‑booking uplift due to missing/failed PMS–booking engine integration within the pilot window."""
215,hotel-belarosa-hotel,BelArosa Hotel,Arosa,4,22,563.98,upper_upscale,2943694,34,37,11,68,1000_2000,"Time‑saving weekly decision engine plus bilingual content that demonstrably lifts direct bookings, proven via a short, performance‑linked pilot timed for shoulder season.",Small‑team operational capacity to execute weekly actions after the pilot.,Cannot prove attribution / ROI,No measurable uplift in direct bookings/conversion within the agreed proof period.,"Propose a 90‑day, off‑season pilot focused on +10% direct revenue with Swiss/GDPR hosting guarantees and an Alpine reference. Start with light attribution (IBE exports/GA4) while scoping PMS/IBE integration. Include white‑glove onboarding and a weekly working session to co‑execute tasks (reviews, DE/EN content, offers). Price in the CHF 1–2k band with an option to roll into an annual plan at a discount; offer a performance‑linked element to de‑risk. Agree upfront on success metrics and a no‑questions monthly opt‑out after the pilot.",low,medium,"deal_killer: GM=""No measurable uplift in direct bookings/conversion within the agreed proof period."" vs CM=""No reliable PMS/booking‑engine integration to ingest bookings/pricing (can’t measure or act)."""
216,hotel-engadiner-boutique-hotel-guardaval,Engadiner Boutique-Hotel GuardaVal,Scuol,4,36,347.19,upper_upscale,3102212,34,33,13,68,1000_2000,"Low-lift 90-day pilot focused on shoulder-season: deliver a weekly, prioritized action list + multilingual campaign kits that save hours and target romantic/wellness segments, with clear PMS/BE-linked tracking of direct revenue/share.","Attribution credibility and integration risk (PMS/booking engine access, consent/cookie constraints, and data quality).",No PMS/CRM integration,Inability to integrate with PMS/booking engine and prove a credible uplift in direct bookings within the pilot window.,"Lead with de-risking. Propose a 60-day pilot scheduled for shoulder season with a 1-week integration/attribution check first (PMS/booking engine + GA4/consent). Commit to Swiss/GDPR hosting and provide a local alpine reference call and live dashboard demo. Define success as +5pp direct share or 10% relative uplift, with a weekly one‑page action plan and <1 hour/week of hotel time. Offer performance-linked option for higher tier; include monthly opt-out after pilot and annual discount upon conversion.",medium,medium,"deal_killer: GM=""Inability to integrate with PMS/booking engine and prove a credible uplift in direct bookings within the pilot window."" vs CM=""Failure to demonstrate measurable direct-booking uplift within the agreed proof period or inability to integrate with the PMS/booking engine."""
217,hotel-hotel-chateau-guetsch,Hotel Château Gütsch,Luzern,4,37,299.92,upper_upscale,2754285,34,38,14,68,1000_2000,"Attribution-first 60-day pilot tied to direct-booking revenue, launched in shoulder season, with PMS/booking-engine integration and Swiss-hosted analytics. Replace discrete agency tasks and manual compset tracking with a weekly, prioritized action list that the team executes.",Owner fear of ADR erosion from vendor-led actions (brand/price integrity) and associated pushback from existing agency/PMS/BE stakeholders.,Cannot prove attribution / ROI,No measurable improvement in direct bookings within the agreed pilot period.,"Lead with ""protect ADR, boost conversion"". Propose a Swiss-hosted, 60-day pilot in the CHF 1–2k band including white-glove onboarding and guaranteed PMS/booking engine integration. Commit to manual-approval guardrails and no automatic rate reductions; focus on conversion, content, and segment offers. Define KPI upfront (e.g., +10% direct conversion or +8–10% direct revenue vs. baseline) and show two Swiss luxury-boutique references plus a live dashboard demo. Include a monthly opt-out and a clear path to CHF ~3k only if KPIs are met.",medium,medium,"deal_killer: GM=""No measurable improvement in direct bookings within the agreed pilot period."" vs CM=""No measurable, auditable lift in direct bookings/direct revenue within the agreed proof window."""
218,hotel-hotel-le-chalet-dadrien,Hôtel Le Chalet d'Adrien,Verbier,5,27,406.37,luxury,2723248,34,37,15,70,1000_2000,"Turn scattered reviews, compset, and pricing data into a weekly, owner‑visible action plan that saves team hours and lifts direct share without adding headcount.",Owner sign-off on a recurring CHF3k–5k fee without local proof of measurable direct uplift and low-risk integration; current lack of direct-booking infrastructure heightens skepticism.,No PMS/CRM integration,No reliable path to attribute impact (PMS/booking data access) or failure to demonstrate measurable direct-booking uplift during the pilot.,"Propose a Swiss-hosted 90-day pilot scheduled for shoulder season (avoid Dec–Mar). Start with booking-export ingestion (no heavy PMS build) to produce an owner-ready ROI report tied to direct bookings. Include white-glove onboarding, monthly opt-out, and references from Swiss luxury Alpine peers. Commit to a specific success metric (≥10% direct-revenue uplift or agreed proxy) and bundle light CRO support for the direct path.",low,medium,"deal_killer: GM=""No reliable path to attribute impact (PMS/booking data access) or failure to demonstrate measurable direct-booking uplift during the pilot."" vs CM=""No reliable PMS/booking integration or inability to demonstrate Swiss/GDPR-compliant data hosting"""
219,hotel-hotel-metropol-spa-zermatt,Hotel Metropol & Spa Zermatt,Zermatt,4,20,534.64,upper_upscale,2653953,34,38,14,68,1000_2000,"Quantified shoulder-season direct revenue lift + weekly action engine that saves hours, proven via a short Swiss-hosted pilot with PMS/BE attribution.",Proving attribution with sufficient statistical power on low volumes; budget sensitivity above CHF 2–3k/month.,Cannot prove attribution / ROI,"No measurable, attributable increase in direct bookings or clear ROI within a 3–6 month pilot period.","Propose a Swiss-compliant, CHF-billed 60–90 day pilot timed for shoulder season with white-glove onboarding and PMS/booking-engine integration. Define success as +5pp direct share OR clear booking-engine conversion uplift, plus >8 hours/month saved and faster multilingual review responses. Provide 2–3 Swiss alpine references, a simple ROI calculator tuned to a 20-room base, and an attribution plan (UTM/source tagging, engine A/B where feasible). Offer monthly opt-out and performance credit if targets are missed. Keep setup under 2 weeks and minimize staff lift.",medium,medium,"deal_killer: GM=""No measurable, attributable increase in direct bookings or clear ROI within a 3–6 month pilot period."" vs CM=""Inability to integrate with PMS/booking engine and attribute direct-booking uplift."""
220,hotel-hotel-national,Hotel National,Zermatt,4,54,260.8,upper_upscale,3495450,34,31,11,68,1000_2000,"Risk‑reversed 60‑day pilot in shoulder season proving ≥10% direct revenue uplift and 4+ hours/week time saved, backed by PMS integration and Swiss‑hosted compliance.",Owner risk aversion to recurring SaaS plus uncertain PMS/booking‑engine integration cost/timeline.,No PMS/CRM integration,No reliable integration/attribution to the PMS and embedded booking engine (live data + conversion tracking).,"Propose a CHF 1–2k/mo, 60‑day shoulder‑season pilot with Swiss‑hosted data and a signed integration plan for their PMS/booking engine. Commit to CHF pricing, include one‑time integration at no extra cost, and define success as a ≥10% relative uplift in direct booking revenue/share with weekly action lists the team can implement. Bring a Swiss alpine reference, show a live dashboard demo, and offer performance‑linked pricing or monthly opt‑out after pilot to de‑risk owner approval.",medium,medium,"deal_killer: GM=""No reliable integration/attribution to the PMS and embedded booking engine (live data + conversion tracking)."" vs CM=""No reliable PMS/booking‑engine integration to attribute direct bookings and prove ROI within the pilot window."""
221,hotel-kurve-apartments-lounge,KURVE Apartments & Lounge,Adelboden,4,38,330.07,upper_upscale,3113088,34,33,12,66,1000_2000,"Weekly, prioritized commercial action plan tied to direct‑booking KPIs that saves 6+ hours/week for a small team.","Owner/finance risk aversion and ROI attribution concerns, compounded by seasonal cashflow and integration uncertainty.",No PMS/CRM integration,No workable PMS/booking-engine integration or inability to demonstrate a clearly attributed direct-booking uplift within the pilot window.,"Propose a 60-day Swiss-hosted pilot priced in the CHF 1–2k band with monthly opt-out, minimal-lift data hookup (booking engine export + GA4 to start, PMS connector within 30 days), and a simple, attributed KPI: incremental CHF from direct bookings vs baseline. Commit to weekly DE/EN action emails (pricing, promos, content) and produce side-by-side attribution reports to isolate seasonality/OTA mix effects. Bring a Swiss alpine reference and offer a light performance element (rebate/credit if KPI missed). Schedule onboarding for the shoulder season to reduce disruption; provide white-glove setup and clear exit terms for owner confidence.",medium,medium,"deal_killer: GM=""No workable PMS/booking-engine integration or inability to demonstrate a clearly attributed direct-booking uplift within the pilot window."" vs CM=""No reliable PMS/booking‑engine integration preventing attribution of direct bookings."""
222,hotel-park-hotel-am-rhein,Park-Hotel am Rhein,Rheinfelden,4,36,326.81,upper_upscale,2920113,34,35,14,68,1000_2000,"60-day Swiss-hosted pilot that delivers a weekly, small-team-friendly action list tied to measurable direct-booking uplift and review intelligence, with PMS/BE integration handled for them.",Owner/finance resistance to recurring SaaS spend (and hidden integration/agency fees) given small scale and uncertain ROI.,No demonstrable uplift in direct bookings (revenue/share) or inability to integrate and measure results cleanly within the agreed pilot window.,No demonstrable uplift in direct bookings (revenue/share) or inability to integrate and measure results cleanly within the agreed pilot window.,"Propose a Swiss-hosted 60-day pilot at CHF 1.5–2k/month, scheduled for shoulder season, with week-1/2 PMS+booking-engine+GA4 integration, weekly 30‑minute reviews and 4–6 prioritized actions, and DE/EN wellness package content. Success KPI: +5pp direct share or +10% direct revenue vs. baseline; monthly opt-out and a performance rebate if KPI is missed. Provide 1–2 Swiss wellness references and disclose any PMS/agency connector fees upfront.",medium,medium,"deal_killer: GM=""No demonstrable uplift in direct bookings (revenue/share) or inability to integrate and measure results cleanly within the agreed pilot window."" vs CM=""No measurable ROI within 60–90 days or inability to integrate with PMS/booking engine."""
223,hotel-swiss-luxury-apartments,Swiss Luxury Apartments,Genève,5,24,497.96,luxury,2966248,34,35,13,65,1000_2000,"Owner-safe 60-day pilot tied to +5pp direct-share or performance credit, Swiss-hosted, with PMS/BE integration and Geneva luxury references; fund via agency/time replacement.",Proving measurable direct-booking uplift (attribution) and integration lead times for a 24-room luxury apartment setup.,Cannot prove attribution / ROI,"No credible, measurable uplift in direct bookings within the agreed proof period.","Lead with a low-friction, Swiss-hosted pilot focused on measurement. Week 0–2: analytics and baseline audit; Week 2–4: PMS/BE integration and live dashboard; Weeks 5–12: weekly commercial action list (pricing alerts, EN/FR content, review insights). Include local Swiss references, a clear ROI calculator, monthly opt-out, and optional performance-linked pricing. Objective: ≥10% uplift in direct revenue or do not roll into the full subscription.",medium,medium,"deal_killer: GM=""No credible, measurable uplift in direct bookings within the agreed proof period."" vs CM=""No reliable integration with PMS/booking engine for live reservations/rates and attribution."""
224,hotel-ultima-hotel-gstaad,Ultima Hotel Gstaad,Gstaad,5,17,693.56,luxury,2926407,34,38,13,70,1000_2000,clearer_weekly_decisions,"Owner/family office approval driven by hard ROI attribution and data/privacy sign-off for a very small, seasonal property.",No PMS/CRM integration,No reliable PMS/booking‑engine integration or lack of Swiss/GDPR‑compliant data handling.,"Propose a Swiss-hosted, white‑glove 60–90 day pilot timed around a peak window. Integrate with PMS/booking engine, deliver a weekly ‘GM board’ of 8–10 actions, and quantify impact with a simple ROI calculator. Include two Swiss luxury references, DPA/SLA upfront, and a capped pilot fee with monthly opt‑out or partial performance pricing. Position as replacing a portion of agency/reputation spend and avoiding an additional hire.",medium,medium,"deal_killer: GM=""No reliable PMS/booking‑engine integration or lack of Swiss/GDPR‑compliant data handling."" vs CM=""Inability to demonstrate measurable, attributable direct-booking uplift within an agreed proof period."""
225,hotel-hotel-zermama,Hotel ZERMAMA,Zermatt,4,29,480.85,upper_upscale,3461062,33,29,11,68,1000_2000,clearer_weekly_decisions,"Owner sign-off conditioned on credible, attributable ROI and proven PMS integration; skepticism amplified by seasonality and small sample size.",No PMS/CRM integration,No reliable PMS/booking-engine integration and attribution to measure direct bookings automatically.,"Lead with a Swiss-hosted, GDPR-compliant 60-day pilot scheduled for low season. Commit to week-1 PMS/booking-engine data validation, show a live dashboard with 3–5 prioritized weekly actions, and tailor multilingual templates to family/leisure (e.g., balcony fondue, bistro). Provide a Swiss reference and a performance credit if milestones aren’t met. Keep pricing in the CHF 1–2k band during pilot with monthly opt-out; present a clear ROI calculator focused on shoulder nights and reduced OTA mix.",medium,medium,"deal_killer: GM=""No reliable PMS/booking-engine integration and attribution to measure direct bookings automatically."" vs CM=""No reliable PMS/booking-engine integration or inability to prove measurable uplift in direct bookings within the pilot."""
226,hotel-postresidenz-am-see,Postresidenz am See,Arosa,5,29,383.05,luxury,2757117,33,37,11,68,1000_2000,"Clear, weekly revenue actions + ski-season compset alerts tied to measurable direct revenue lift.","Owner skepticism toward recurring SaaS spend versus capex, compounded by integration complexity and limited team capacity to action recommendations.",No PMS/CRM integration,Failure to integrate with PMS/booking engine and demonstrate a measurable uplift in direct booking revenue within the 60–90 day proof window.,"Propose a Swiss-hosted, GDPR-compliant 60-day pilot timed for shoulder season at CHF 1.5–2.0k/month with monthly opt‑out. Commit to two-way PMS/booking‑engine integration, provide 1–2 Swiss luxury references, and deliver a weekly ‘3 actions’ brief (DE/EN) plus compset/price moves and ready-to-publish offer content. Include an ROI calculator (break-even in a few incremental direct room nights/week) and optional white‑glove support to reduce team workload. Avoid 12‑month lock‑in; offer an annual discount only after pilot success.",medium,low,"deal_killer: GM=""Failure to integrate with PMS/booking engine and demonstrate a measurable uplift in direct booking revenue within the 60–90 day proof window."" vs CM=""Failure to integrate with PMS/booking engine and/or no measurable uplift in direct bookings within the agreed proof window."""
227,hotel-sunstar-hotel-brissago,Sunstar Hotel Brissago,Brissago,4,32,365.94,upper_upscale,2906442,33,34,15,70,1000_2000,"60-day pilot proving clearer weekly decisions and faster DE/IT content output tied to direct bookings, with lightweight attribution and minimal team time.",Sunstar central CRS/PMS integration constraints and owner approval for a recurring SaaS spend.,No PMS/CRM integration,No reliable PMS/CRS + booking‑engine integration to attribute direct bookings and prove ROI.,"Lead with measurement and compliance. Propose a Swiss-hosted, 90-day pilot scheduled for shoulder season, starting with a 30–45 minute technical scoping call that includes the Sunstar central CRS/PMS contact. Commit to: (1) live attribution of direct bookings via PMS/CRS + booking-engine integration, (2) a weekly owner-ready ROI report and 3–5 prioritized commercial actions, (3) DE/IT/EN content generation to cut agency/time costs, (4) white-glove onboarding with <6 total hotel staff hours, and (5) a performance element (partial fee rebate if KPI miss). Provide two Swiss premium-hotel references up front and a clear monthly opt-out after the pilot to reduce approval friction.",low,medium,"deal_killer: GM=""No reliable PMS/CRS + booking‑engine integration to attribute direct bookings and prove ROI."" vs CM=""No measurable, attributable uplift in direct bookings/conversion within the agreed pilot window."""
228,hotel-valsana-hotel-arosa,Valsana Hotel Arosa,Arosa,4,49,276.28,upper_upscale,3360062,33,30,11,68,1000_2000,"Low-risk, Swiss-hosted 90-day pilot with PMS data read, delivering weekly prioritized actions and multilingual content; prove +8% direct revenue vs baseline while replacing manual/agency effort.",Owner aversion to new recurring SaaS and perceived overlap with brand-group tools; plus integration/attribution risk in a seasonal context.,No PMS/CRM integration,No PMS/booking-engine integration or failure to show measurable direct-booking uplift within the agreed proof window.,"Propose a 60-day, shoulder-season pilot priced in the CHF 1.5–2k band with Swiss-hosted GDPR compliance, PMS/booking-engine integration, and a single success metric: +8–10% direct revenue or defined CHF uplift vs a seasonality-adjusted baseline. Include white-glove onboarding, a weekly action list the team can execute, and a performance credit applied to a CHF 3k/mo annual plan if targets are met. Bring 1–2 Swiss alpine references and a live dashboard demo. Offer monthly opt-out and a clear attribution plan to address owner concerns.",medium,low,"deal_killer: GM=""No PMS/booking-engine integration or failure to show measurable direct-booking uplift within the agreed proof window."" vs CM=""No reliable PMS/booking-engine integration and no Swiss/GDPR-compliant hosting."""
